"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X20087.3",124,0.998193349385455,0.174222016555607,TRUE,710,"SELENOF","15 kDa selenoprotein","selenoprotein15","O60613"
"X20549.1",124,0.998193349385455,0.13266623731203,TRUE,711,"IZUMO4","Izumo sperm-egg fusion protein 4","IZUM4","Q1ZYL8"
"X20593.10",124,0.998193349385455,0.257418728159244,TRUE,712,"B3GALT5","Beta-1,3-galactosyltransferase 5","B3GT5","Q9Y2C3"
"X21311.22",124,0.998193349385455,0.180341879059777,TRUE,713,"JDP2","Jun dimerization protein 2","JDP2","Q8WYK2"
"X21742.43",124,0.998193349385455,0.243290682394232,TRUE,714,"OTUD7B","OTU domain-containing protein 7B","OTU7B","Q6GQQ9"
"X22063.20",124,0.998193349385455,0.266519614374502,TRUE,715,"CAPNS2","Calpain small subunit 2","CPNS2","Q96L46"
"X23253.5",124,0.998193349385455,0.178282203195377,TRUE,716,"COMTD1","Catechol O-methyltransferase domain-containing protein 1","CMTD1","Q86VU5"
"X24222.10",124,0.998193349385455,0.212564851462917,TRUE,717,"NELFA","Negative elongation factor A","NELFA","Q9H3P2"
"X24475.45",124,0.998193349385455,0.14890868551623,TRUE,718,"SNX12","Sorting nexin-12","SNX12","Q9UMY4"
"X25219.17",124,0.998193349385455,0.126951125995084,TRUE,719,"ATP6V1F","V-type proton ATPase subunit F","VATF","Q16864"
"X25288.16",124,0.998193349385455,0.21267503777621,TRUE,720,"FMO3","Dimethylaniline monooxygenase [N-oxide-forming] 3","FMO3","P31513"
"X2570.72",124,0.998193349385455,0.11159473443985,TRUE,721,"IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065"
"X3050.7",124,0.998193349385455,0.146316649434007,TRUE,722,"VWF","von Willebrand factor","vWF","P04275"
"X3438.10",124,0.998193349385455,0.178998338214354,TRUE,723,"FSTL3","Follistatin-related protein 3","FSTL3","O95633"
"X4374.45",124,0.998193349385455,0.174253260583849,TRUE,724,"GDF15","Growth/differentiation factor 15","MIC-1","Q99988"
"X5007.1",124,0.998193349385455,0.132227381925801,TRUE,725,"MAPK14","Mitogen-activated protein kinase 14","MAPK14","Q16539"
"X5644.60",124,0.998193349385455,0.199170099503496,TRUE,726,"RNASE4","Ribonuclease 4","RNAS4","P34096"
"X5927.4",124,0.998193349385455,0.32536157053705,TRUE,727,"CCN6","WNT1-inducible-signaling pathway protein 3","WISP-3","O95389"
"X6075.61",124,0.998193349385455,0.294495194192137,TRUE,728,"HEXB","Beta-hexosaminidase subunit beta","Hexosaminidase B","P07686"
"X6248.68",124,0.998193349385455,0.192637360748163,TRUE,729,"FAS","Tumor necrosis factor receptor superfamily member 6","Fas, soluble","P25445"
"X6375.75",124,0.998193349385455,0.0987466318892226,TRUE,730,"XXYLT1","Xyloside xylosyltransferase 1","XXLT1","Q8NBI6"
"X6385.63",124,0.998193349385455,0.148923487113484,TRUE,731,"VWA1","von Willebrand factor A domain-containing protein 1","VWA1","Q6PCB0"
"X6599.5",124,0.998193349385455,0.0878168330727025,TRUE,732,"APCDD1","Protein APCDD1","APCD1","Q8J025"
"X6624.94",124,0.998193349385455,0.242225185341687,TRUE,733,"WNT11","Protein Wnt-11","WNT11","O96014"
"X7008.13",124,0.998193349385455,0.278288815617175,TRUE,734,"EVA1C","Protein eva-1 homolog C:Cytoplasmic domain","F176C:CD","P58658"
"X7145.1",124,0.998193349385455,0.166220554882034,TRUE,735,"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","ITIH3","Q06033"
"X7211.2",124,0.998193349385455,0.230596674427576,TRUE,736,"RNASE1","Ribonuclease pancreatic","RNase 1","P07998"
"X7810.20",124,0.998193349385455,0.143722697152581,TRUE,737,"C1QTNF5","Complement C1q tumor necrosis factor-related protein 5","C1QTNF5","Q9BXJ0"
"X7831.39",124,0.998193349385455,0.192056770993755,TRUE,738,"RBP4","Retinol-binding protein 4","RBP","P02753"
"X8086.49",124,0.998193349385455,0.153268644422681,TRUE,739,"ITM2B","Integral membrane protein 2B","ITM2B","Q9Y287"
"X8394.56",124,0.998193349385455,0.145526592793083,TRUE,740,"RNASE2","Non-secretory ribonuclease","RNase 2","P10153"
"X8974.172",124,0.998193349385455,0.144911495664058,TRUE,741,"COL15A1","Collagen alpha-1(XV) chain","COFA1","P39059"
"X9008.6",124,0.998193349385455,0.17847235049868,TRUE,742,"PRRG1","Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain","TMG1:Pro-form, ECD","O14668"
"X10082.251",124,0.99819334369905,0.272665944434232,TRUE,743,"NEFL","Neurofilament light polypeptide","NFL","P07196"
"X10086.39",124,0.99819334369905,0.187667919921494,TRUE,744,"CBS","Cystathionine beta-synthase","CBS","P35520"
"X10354.57",124,0.99819334369905,0.183774438114168,TRUE,745,"STAT3","Signal transducer and activator of transcription 3","STAT3","P40763"
"X10557.6",124,0.99819334369905,0.299854363445427,TRUE,746,"TEX29","Testis-expressed sequence 29 protein","TEX29","Q8N6K0"
"X10702.1",124,0.99819334369905,0.124665050962871,TRUE,747,"COL28A1","Collagen alpha-1(XXVIII) chain","COSA1","Q2UY09"
"X11313.100",124,0.99819334369905,0.121086193097691,TRUE,748,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","PHS","P61457"
"X11430.49",124,0.99819334369905,0.31332408140591,TRUE,749,"DTX1","E3 ubiquitin-protein ligase DTX1","DTX1","Q86Y01"
"X11464.9",124,0.99819334369905,0.1457267242382,TRUE,750,"RELB","Transcription factor RelB","RELB","Q01201"
"X12016.60",124,0.99819334369905,0.207863264682163,TRUE,751,"CBL","E3 ubiquitin-protein ligase CBL","CBL","P22681"
"X12399.194",124,0.99819334369905,0.221631359694739,TRUE,752,"CCDC50","Coiled-coil domain-containing protein 50","CCD50","Q8IVM0"
"X12619.14",124,0.99819334369905,0.159180816896061,TRUE,753,"PPM1A","Protein phosphatase 1A","Protein phophatase 2Ca","P35813"
"X12620.3",124,0.99819334369905,0.164336555146806,TRUE,754,"SEPTIN11","Septin-11","Septin-11","Q9NVA2"
"X12742.160",124,0.99819334369905,0.162095961115108,TRUE,755,"TMEM8B","Transmembrane protein 8B","TMM8B","A6NDV4"
"X12821.6",124,0.99819334369905,0.236695742954536,TRUE,756,"NLRP10","NACHT, LRR and PYD domains-containing protein 10","NAL10","Q86W26"
"X13053.6",124,0.99819334369905,0.197845232099941,TRUE,757,"SLC6A14","Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)","S6A14","Q9UN76"
"X13486.9",124,0.99819334369905,0.233931291411275,TRUE,758,"PKD2","Polycystin-2:Cytoplasmic domain 1","PKD2:CD 1","Q13563"
"X13622.16",124,0.99819334369905,0.112329875255564,TRUE,759,"PPP2R5A","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform","2A5A","Q15172"
"X13722.105",124,0.99819334369905,0.128061657599167,TRUE,760,"C9","Complement component C9","C9","P02748"
"X14116.129",124,0.99819334369905,0.148025123387272,TRUE,761,"S100A4","Protein S100-A4","S100A4","P26447"
"X14619.8",124,0.99819334369905,0.471719480302685,TRUE,762,"ZNF526","Zinc finger protein 526","ZN526","Q8TF50"
"X15584.9",124,0.99819334369905,0.195035188963329,TRUE,763,"CFHR2","Complement factor H-related protein 2","FHR2","P36980"
"X16914.104",124,0.99819334369905,0.144711227199859,TRUE,764,"CD14","Monocyte differentiation antigen CD14, soluble","sCD14","P08571"
"X17158.17",124,0.99819334369905,0.22501581183551,TRUE,765,"UBE2G1","Ubiquitin-conjugating enzyme E2 G1","UB2G1","P62253"
"X17398.55",124,0.99819334369905,0.141825905303279,TRUE,766,"HMOX1","Heme oxygenase 1","HO-1","P09601"
"X17441.4",124,0.99819334369905,0.136266422975761,TRUE,767,"ALPI","Intestinal-type alkaline phosphatase","Alkaline phosphatase, intestine","P09923"
"X17672.184",124,0.99819334369905,0.228559954838932,TRUE,768,"CBLIF","Gastric intrinsic factor","Gastric intrinsic factor","P27352"
"X17685.9",124,0.99819334369905,0.113878225024627,TRUE,769,"APOA4","Apolipoprotein A-IV","Apo A-IV","P06727"
"X17818.22",124,0.99819334369905,0.127069290771156,TRUE,770,"SUGT1","Protein SGT1 homolog","SUGT1","Q9Y2Z0"
"X19136.22",124,0.99819334369905,0.153219330772984,TRUE,771,"ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","MMSA","Q02252"
"X20203.45",124,0.99819334369905,0.081281087797939,TRUE,772,"C1S","Complement C1s subcomponent","C1s","P09871"
"X20960.47",124,0.99819334369905,0.136533101611296,TRUE,773,"FUBP1","Far upstream element-binding protein 1","FUBP1","Q96AE4"
