"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X23181.2",125,-0.996171619595408,1.73449175445706,TRUE,6510,"LTK","Leukocyte tyrosine kinase receptor","LTK","P29376"
"X19236.24",121,-0.996185701461696,1.70731891493235,TRUE,6511,"SUB1","Activated RNA polymerase II transcriptional coactivator p15","TCP4","P53999"
"X7174.15",124,-0.996204169119059,1.72374180439539,TRUE,6512,"CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1","CD38","P28907"
"X13719.19",122,-0.996206074906887,1.51211157742605,TRUE,6513,"PAK4","Serine/threonine-protein kinase PAK 4","PAK4","O96013"
"X4318.12",125,-0.996245360469975,1.64014176773706,TRUE,6514,"PTPN6","Tyrosine-protein phosphatase non-receptor type 6","PTP-1C","P29350"
"X7253.6",124,-0.996267094723258,1.71090295126409,TRUE,6515,"QKI","Protein quaking","QKI","Q96PU8"
"X3469.74",125,-0.996276085834378,1.62257596582557,TRUE,6516,"RPS6KA3","Ribosomal protein S6 kinase alpha-3","RPS6KA3","P51812"
"X5900.11",125,-0.996368261927586,1.71367950168043,TRUE,6517,"HINT1","Histidine triad nucleotide-binding protein 1","HINT1","P49773"
"X8480.29",125,-0.996368261927586,1.66848771198772,TRUE,6518,"EFEMP1","EGF-containing fibulin-like extracellular matrix protein 1","FBLN3","Q12805"
"X21750.25",124,-0.996374097458721,1.61433950651706,TRUE,6519,"BAP1","Ubiquitin carboxyl-terminal hydrolase BAP1","BAP1","Q92560"
"X2876.74",125,-0.996460438020795,1.72573527209419,TRUE,6520,"TOP1","DNA topoisomerase 1","Topoisomerase I","P11387"
"X12597.68",125,-0.99651574367672,1.59872939885531,TRUE,6521,"ATG5","Autophagy protein 5","Autophagy protein 5","Q9H1Y0"
"X8935.22",125,-0.99651574367672,1.69527565147772,TRUE,6522,"ABCC6","Multidrug resistance-associated protein 6","MRP6","O95255"
"X3437.80",124,-0.996518881761584,1.63598310247195,TRUE,6523,"FLT3","Receptor-type tyrosine-protein kinase FLT3","Flt-3","P36888"
"X5006.71",125,-0.996528033822481,1.77294623045903,TRUE,6524,"MAPK13","Mitogen-activated protein kinase 13","MK13","O15264"
"X7994.41",125,-0.996571049332645,1.7650451915772,TRUE,6525,"ERO1B","ERO1-like protein beta","ERO1B","Q86YB8"
"X4126.22",125,-0.996595629624167,1.56096836100219,TRUE,6526,"BPI","Bactericidal permeability-increasing protein","BPI","P17213"
"X15422.12",120,-0.996672975741896,1.74684825079585,TRUE,6527,"PMP2","Myelin P2 protein","MYP2","P02689"
"X25050.82",123,-0.996729960527334,1.67403885803605,TRUE,6528,"TPP2","Tripeptidyl-peptidase 2","TPP2","P29144"
"X19108.50",123,-0.996749351805271,1.62073197787386,TRUE,6529,"MECP2","Methyl-CpG-binding protein 2","MECP2","P51608"
"X8345.27",123,-0.996794479022219,1.56660753491688,TRUE,6530,"GPX7","Glutathione peroxidase 7","GPX7","Q96SL4"
"X19251.56",125,-0.996798417029226,1.66718686282651,TRUE,6531,"SRGN","Serglycin","Platelet proteoglycan","P10124"
"X19360.22",125,-0.996804562102107,1.65991749968002,TRUE,6532,"LRRTM1","Leucine-rich repeat transmembrane neuronal protein 1","LRRT1","Q86UE6"
"X12637.7",116,-0.996870410383779,1.58496950454791,TRUE,6533,"CRAT","Carnitine O-acetyltransferase","CACP","P43155"
"X6207.10",123,-0.996871896082453,1.60737727814352,TRUE,6534,"PSAP","Prosaposin","prosaposin","P07602"
"X3357.67",122,-0.996926493624953,1.70911902981341,TRUE,6535,"CDK2|CCNA2","Cyclin-dependent kinase 2:Cyclin-A2 complex","CDK2/cyclin A","P24941|P20248"
"X17199.43",120,-0.996964698119433,1.41603907143011,TRUE,6536,"HIF1AN","Hypoxia-inducible factor 1-alpha inhibitor","HIF1N","Q9NWT6"
"X24417.22",125,-0.996995059361404,1.68008171454732,TRUE,6537,"RABEP1","Rab GTPase-binding effector protein 1","RABE1","Q15276"
"X25464.1",125,-0.997050365017329,1.63083569744369,TRUE,6538,"CYP2C19","Cytochrome P450 2C19","CP2CJ","P33261"
"X11192.168",124,-0.997060276913102,1.73262484892563,TRUE,6539,"TINAGL1","Tubulointerstitial nephritis antigen-like","TINAL","Q9GZM7"
"X21895.36",124,-0.997066553357569,1.56166635931952,TRUE,6540,"None","Interferon lambda-4","IFNL4","K9M1U5"
"X18414.26",123,-0.997078286444023,1.61433727895149,TRUE,6541,"ARL5A","ADP-ribosylation factor-like protein 5A","ARL5A","Q9Y689"
"X2524.56",125,-0.997093380527493,1.60673901913408,TRUE,6542,"HMGB1","High mobility group protein B1","HMG-1","P09429"
"X5230.99",125,-0.997105670673254,1.56338690902283,TRUE,6543,"HMGCR","3-hydroxy-3-methylglutaryl-coenzyme A reductase","HMGR","P04035"
"X23690.228",125,-0.997111815746135,1.74653915282603,TRUE,6544,"RBM41","RNA-binding protein 41","RBM41","Q96IZ5"
"X12576.21",122,-0.997118174667698,1.67720927295158,TRUE,6545,"MAGEA3","Melanoma-associated antigen 3","MAGE-3","P43357"
"X8941.4",125,-0.99716712140206,1.4576061745293,TRUE,6546,"NLGN3","Neuroligin-3","NLGN3","Q9NZ94"
"X17671.58",119,-0.997179577577642,1.47537656359432,TRUE,6547,"ING4","Inhibitor of growth protein 4","ING4","Q9UNL4"
"X21766.50",122,-0.997184262273411,1.67213487328447,TRUE,6548,"SGSH","N-sulphoglucosamine sulphohydrolase","SPHM","P51688"
"X3484.60",125,-0.997216281985104,1.63355263199802,TRUE,6549,"AGT","Angiotensinogen","Angiotensinogen","P01019"
"X3813.3",125,-0.997216281985104,1.60037757608727,TRUE,6550,"FYN","Tyrosine-protein kinase Fyn","FYN","P06241"
"X21676.17",123,-0.99722662057267,1.67483887946804,TRUE,6551,"SERPINB2","PAI-2","PAI-2","P05120"
"X10366.11",124,-0.997249098245592,1.6477817123179,TRUE,6552,"PDGFRA","Platelet-derived growth factor receptor alpha","PDGFRA","P16234"
"X12333.87",120,-0.99725642049697,1.68499253131196,TRUE,6553,"RPIA","Ribose-5-phosphate isomerase","RPIA","P49247"
"X2969.11",125,-0.997265442568149,1.78895075025405,TRUE,6554,"ACVRL1","Serine/threonine-protein kinase receptor R3","ALK-1","P37023"
"X22987.69",124,-0.997349826102009,1.56320497986344,TRUE,6555,"MAPK9","Mitogen-activated protein kinase 9","JNK2","P45984"
"X19568.17",125,-0.997351473588477,1.63161469421451,TRUE,6556,"IL15","Interleukin-15","IL-15","P40933"
"X8921.139",124,-0.997362407700007,1.58964125633406,TRUE,6557,"PABPN1","Polyadenylate-binding protein 2","PABP2","Q86U42"
"X13933.276",124,-0.997381292609076,1.55116021824285,TRUE,6558,"NAB1","NGFI-A-binding protein 1","NAB1","Q13506"
"X3056.11",124,-0.997387587578766,1.60486899865091,TRUE,6559,"KLRK1","NKG2-D type II integral membrane protein","NKG2D","P26718"
"X20578.10",125,-0.997400634171521,1.55003834711372,TRUE,6560,"ADGRL3","Latrophilin-3","LPHN3","Q9HAR2"
"X24955.116",125,-0.997431359535924,1.73398401277257,TRUE,6561,"ZHX2","Zinc fingers and homeoboxes protein 2","ZHX2","Q9Y6X8"
"X24457.12",123,-0.997439469576771,1.64599506636773,TRUE,6562,"USF2","USF2","USF2","Q15853"
"X3832.51",123,-0.997465235675034,1.55423708177196,TRUE,6563,"PTK6","Protein-tyrosine kinase 6","PTK6","Q13882"
"X18933.4",125,-0.997474375046088,1.55066497194091,TRUE,6564,"TGM4","Protein-glutamine gamma-glutamyltransferase 4","TGM4","P49221"
"X5639.49",125,-0.997474375046088,1.71357589580761,TRUE,6565,"NETO1","Neuropilin and tolloid-like protein 1","NETO1","Q8TDF5"
"X5114.65",125,-0.997511245483371,1.62322239244351,TRUE,6566,"PRLR","Prolactin receptor","Prolactin Receptor","P16471"
"X9303.9",125,-0.997548115920655,1.49875930072349,TRUE,6567,"ICOSLG","ICOS ligand","B7-H2","O75144"
"X13411.21",125,-0.997566551139297,1.46316692101436,TRUE,6568,"RNF41","E3 ubiquitin-protein ligase NRDP1","RNF41","Q9H4P4"
"X12649.80",125,-0.997621856795222,1.76419186723303,TRUE,6569,"MDH2","Malate dehydrogenase, mitochondrial","Malate dehydrogenase 2","P40926"
"X3427.63",124,-0.997633091396665,1.69772899659452,TRUE,6570,"CSNK2A1","Casein kinase II subunit alpha","CSK21","P68400"
"X15417.3",123,-0.99767162869895,1.71334839857743,TRUE,6571,"SERPINB5","Serpin B5","Maspin","P36952"
"X24263.6",125,-0.997677162451147,1.5800893036257,TRUE,6572,"OCLN","Occludin","OCLN","Q16625"
"X6238.55",125,-0.997677162451147,1.57054211089768,TRUE,6573,"PSG8","Pregnancy-specific beta-1-glycoprotein 8","PSG8","Q9UQ74"
"X12830.4",125,-0.997683307524027,1.62807257246675,TRUE,6574,"SAP18","Histone deacetylase complex subunit SAP18","SAP18","O00422"
"X5430.66",105,-0.997708538545285,1.55587105331002,TRUE,6575,"SIRPA","Tyrosine-protein phosphatase non-receptor type substrate 1","SHPS1","P78324"
"X22779.75",124,-0.997721228144721,1.66819299488138,TRUE,6576,"SMCO1","Single-pass membrane and coiled-coil domain-containing protein 1","SMCO1","Q147U7"
"X12483.62",125,-0.997738613179952,1.59897917327312,TRUE,6577,"RORB","Nuclear receptor ROR-beta","RORB","Q92753"
"X3373.5",122,-0.997752734723553,1.55944421120086,TRUE,6578,"GZMH","Granzyme H","Granzyme H","P20718"
"X22129.55",125,-0.997757048398594,1.69265957489678,TRUE,6579,"ELL3","RNA polymerase II elongation factor ELL3","ELL3","Q9HB65"
"X8565.160",125,-0.997757048398594,1.69076681752504,TRUE,6580,"PLVAP","Plasmalemma vesicle-associated protein","PLVAP","Q9BX97"
"X9841.197",125,-0.997769338544355,1.57948717111512,TRUE,6581,"PAICS","Multifunctional protein ADE2","Multifunctional protein ADE2","P22234"
"X11203.97",117,-0.997774322273638,1.67600482354984,TRUE,6582,"PKLR","Pyruvate kinase PKLR","KPYR","P30613"
"X11330.15",124,-0.997790465638908,1.74057810015717,TRUE,6583,"CSNK2B","Casein kinase II subunit beta","CSK2B","P67870"
"X13993.20",116,-0.997793131024195,1.57875129759562,TRUE,6584,"EPB41L1","Band 4.1-like protein 1","E41L1","Q9H4G0"
"X7916.10",116,-0.997793147993649,1.70028055013643,TRUE,6585,"S100A7","Protein S100-A7","S100A7","P31151"
"X9187.2",125,-0.997793918835878,1.55147718524087,TRUE,6586,"HMGN1","Non-histone chromosomal protein HMG-14","HMGN1","P05114"
"X5653.23",125,-0.997806208981639,1.59750652022091,TRUE,6587,"PRSS37","Probable inactive serine protease 37","PRS37","A4D1T9"
"X3132.1",117,-0.997849268976267,1.66833632333619,TRUE,6588,"VEGFC","Vascular endothelial growth factor C","VEGF-C","P49767"
"X25211.14",123,-0.997858672376874,1.68569129021062,TRUE,6589,"GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-12 subunit","GBG12","Q9UBI6"
"X22377.27",125,-0.997886094929086,1.61915988676121,TRUE,6590,"IER2","Immediate early response gene 2 protein","IER2","Q9BTL4"
"X4122.12",118,-0.997903495027192,1.66660952528263,TRUE,6591,"DDR1","Epithelial discoidin domain-containing receptor 1","discoidin domain receptor 1","Q08345"
"X18950.13",125,-0.997941400585011,1.56132978833263,TRUE,6592,"RAC2","Ras-related C3 botulinum toxin substrate 2","RAC2","P15153"
"X15588.17",122,-0.997944386058839,1.58825707784769,TRUE,6593,"GLA","Alpha-galactosidase A","galactosidase, alpha","P06280"
"X4553.65",124,-0.997947839881151,1.68919307951431,TRUE,6594,"HDGFL2","Hepatoma-derived growth factor-related protein 2","HDGR2","Q7Z4V5"
"X12471.47",125,-0.997953690730772,1.58711813128315,TRUE,6595,"STAU1","Double-stranded RNA-binding protein Staufen homolog 1","STAU1","O95793"
"X4156.74",119,-0.997955905971675,1.70608982281487,TRUE,6596,"TGFB2","Transforming growth factor beta-2","TGF-b2","P61812"
"X19357.11",125,-0.997978271022294,1.675086784832,TRUE,6597,"VAMP7","Vesicle-associated membrane protein 7","VAMP7","P51809"
"X16863.47",125,-0.997990561168056,1.55182417251752,TRUE,6598,"NANP","N-acylneuraminate-9-phosphatase","NANP","Q8TBE9"
"X5204.13",122,-0.997997276825254,1.54855902926696,TRUE,6599,"PSME3","Proteasome activator complex subunit 3","PSME3","P61289"
"X9585.80",124,-0.998004500889162,1.5690022428902,TRUE,6600,"CLMP","CXADR-like membrane protein:Cytoplasmic domain","ACAM:CD","Q9H6B4"
"X20526.3",125,-0.99804586682398,1.59117170692842,TRUE,6601,"RAET1L","Retinoic acid early transcript 1L protein","RET1L","Q5VY80"
"X3067.67",125,-0.99804586682398,1.61203170665764,TRUE,6602,"GDF9","Growth/differentiation factor 9","GDF-9","O60383"
"X20448.7",125,-0.998052011896861,1.68386848596508,TRUE,6603,"POLR2F","DNA-directed RNA polymerases I, II, and III subunit RPABC2","RPAB2","P61218"
"X9600.55",125,-0.998052011896861,1.59252435383944,TRUE,6604,"THSD7A","Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 17","THS7A:TSP type-1 domain 17","Q9UPZ6"
"X12697.30",121,-0.998055581902684,1.71338591143571,TRUE,6605,"PIP4K2A","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha","PI42A","P48426"
"X23541.61",121,-0.998055588489355,1.66925615104208,TRUE,6606,"CLYBL","Citrate lyase subunit beta-like protein, mitochondrial","CLYBL","Q8N0X4"
"X24244.81",121,-0.998055588489355,1.71995706620747,TRUE,6607,"RILP","Rab-interacting lysosomal protein","RILP","Q96NA2"
"X9979.13",121,-0.998055588489355,1.63508401966225,TRUE,6608,"AMIGO1","Amphoterin-induced protein 1:Cytoplasmic domain","AMGO1:CD","Q86WK6"
"X8953.47",121,-0.998055595075981,1.65849965478471,TRUE,6609,"HDGF","Hepatoma-derived growth factor","HDGF","P51858"
"X25081.6",121,-0.998055601662562,1.68666464359957,TRUE,6610,"FAM160B1","Protein FAM160B1","F16B1","Q5W0V3"
"X20393.10",123,-0.998077989757878,1.55070741694052,TRUE,6611,"PDE6H","Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma","CNCG","Q13956"
"X24968.10",125,-0.998088882334145,1.66838787314528,TRUE,6612,"TIAM2","T-lymphoma invasion and metastasis-inducing protein 2","TIAM2","Q8IVF5"
"X24970.117",125,-0.998088882334145,1.75112683062563,TRUE,6613,"SRRT","Serrate RNA effector molecule homolog","SRRT","Q9BXP5"
"X5488.74",125,-0.998088882334145,1.66262220027638,TRUE,6614,"SRC","Proto-oncogene tyrosine-protein kinase Src isoform 2","SRCN1","P12931"
"X8830.29",125,-0.998088882334145,1.57709186734958,TRUE,6615,"ABRAXAS2","BRISC complex subunit Abro1","F175B","Q15018"
"X13509.5",124,-0.998092624184015,1.62278800548777,TRUE,6616,"SCAMP5","Secretory carrier-associated membrane protein 5","SCAM5","Q8TAC9"
"X5704.74",124,-0.998092624184015,1.62770301514374,TRUE,6617,"GZMM","Granzyme M","Granzyme M","P51124"
"X12554.10",122,-0.998103012376688,1.69889015471285,TRUE,6618,"RAD51D","DNA repair protein RAD51 homolog 4","RA51D","O75771"
"X16857.2",122,-0.998103012376688,1.70314922569326,TRUE,6619,"RAB2A","Ras-related protein Rab-2A","RAB2A","P61019"
"X18215.5",122,-0.998103012376688,1.64387747417788,TRUE,6620,"THG1L","Probable tRNA(His) guanylyltransferase","THG1","Q9NWX6"
"X18315.38",122,-0.998103012376688,1.65698753828785,TRUE,6621,"RTP4","Receptor-transporting protein 4","RTP4","Q96DX8"
"X12374.8",122,-0.998103018645938,1.58211056554951,TRUE,6622,"PAFAH1B3","Platelet-activating factor acetylhydrolase IB subunit gamma","PA1B3","Q15102"
"X13948.50",122,-0.998103018645938,1.67974792825529,TRUE,6623,"GABBR2","Gamma-aminobutyric acid type B receptor subunit 2:Extracellular domain","GABR2:ECD","O75899"
"X15607.56",122,-0.998103018645938,1.55767145447531,TRUE,6624,"PKLR","Pyruvate kinase PKLR","KPYR","P30613"
"X23299.52",122,-0.998103031184317,1.54327962606548,TRUE,6625,"TPPP","Tubulin polymerization-promoting protein","TPPP","O94811"
"X11179.7",122,-0.998103043722529,1.69539131291463,TRUE,6626,"TSSK1B","Testis-specific serine/threonine-protein kinase 1","TSSK1","Q9BXA7"
"X11310.8",125,-0.998107317552786,1.58207003497019,TRUE,6627,"DSG3","Desmoglein-3","Desmoglein-3","P32926"
"X7895.108",123,-0.998110213874771,1.71283567953495,TRUE,6628,"MRAP","Melanocortin-2 receptor accessory protein","MRAP","Q8TCY5"
"X21939.6",125,-0.998119607698547,1.6196588934839,TRUE,6629,"NAE1|UBA3","ULA1/UBA3","ULA1/ UBA3","Q13564|Q8TBC4"
"X12785.49",125,-0.998125752771428,1.58610887642794,TRUE,6630,"ZBTB33","Transcriptional regulator Kaiso","KAISO","Q86T24"
"X25444.29",125,-0.998125752771428,1.54915335532418,TRUE,6631,"INPP5A","Type I inositol 1,4,5-trisphosphate 5-phosphatase","I5P1","Q14642"
"X3810.50",123,-0.998129569252698,1.69487570299739,TRUE,6632,"FGR","Tyrosine-protein kinase Fgr","FGR","P09769"
"X6453.70",124,-0.998130399886691,1.67038471877272,TRUE,6633,"LILRB4","Leukocyte immunoglobulin-like receptor subfamily B member 4","LIRB4","Q8NHJ6"
"X12493.42",125,-0.998131897844309,1.56572145684658,TRUE,6634,"OTUB2","Ubiquitin thioesterase OTUB2","OTUB2","Q96DC9"
"X9115.78",125,-0.998138042917189,1.60102733933099,TRUE,6635,"ADAMDEC1","ADAM DEC1","ADEC1","O15204"
"X13657.2",125,-0.99814418799007,1.64115184292861,TRUE,6636,"PNKP","Bifunctional polynucleotide phosphatase/kinase","PNKP","Q96T60"
"X20937.43",123,-0.998148912566755,1.63236559484821,TRUE,6637,"EMG1","Ribosomal RNA small subunit methyltransferase NEP1","NEP1","Q92979"
"X3808.76",123,-0.998148912566755,1.68986491662923,TRUE,6638,"FGFR2","Fibroblast growth factor receptor 2","FGFR-2","P21802"
"X5226.36",123,-0.998148912566755,1.67738738165596,TRUE,6639,"CSNK2A2|CSNK2B","Casein kinase II 2-alpha':2-beta heterotetramer","CK2-A2:B","P19784|P67870"
"X6913.189",123,-0.998148912566755,1.63727506663362,TRUE,6640,"HMGB2","High mobility group protein B2","HMG-2","P26583"
"X8219.14",123,-0.998148912566755,1.65800342642674,TRUE,6641,"ZG16","Zymogen granule membrane protein 16","ZG16","O60844"
"X9015.1",123,-0.998148912566755,1.643467059619,TRUE,6642,"PRG3","Proteoglycan 3","PRG3","Q9Y2Y8"
"X9867.23",123,-0.998148912566755,1.64659961671119,TRUE,6643,"FBP2","Fructose-1,6-bisphosphatase isozyme 2","F16P2","O00757"
"X11112.18",123,-0.998148918536291,1.6706828737181,TRUE,6644,"TMEM167A","Protein kish-A","KISHA","Q8TBQ9"
"X18294.26",123,-0.998148918536291,1.69652081129683,TRUE,6645,"SOX2","Transcription factor SOX-2","SOX2","P48431"
"X25104.10",123,-0.998148918536291,1.59935727044221,TRUE,6646,"TFCP2L1","Transcription factor CP2-like protein 1","TF2L1","Q9NZI6"
"X2670.67",123,-0.998148918536291,1.66289947414308,TRUE,6647,"CKM","Creatine kinase M-type","CK-MM","P06732"
"X3714.49",123,-0.998148918536291,1.69673825025817,TRUE,6648,"CKB|CKM","Creatine kinase M-type:Creatine kinase B-type heterodimer","CK-MB","P12277|P06732"
"X5743.82",123,-0.998148918536291,1.64230971543102,TRUE,6649,"CARTPT","Cocaine- and amphetamine-regulated transcript protein","CART","Q16568"
"X8360.169",123,-0.998148918536291,1.66744004977418,TRUE,6650,"NCR1","Natural cytotoxicity triggering receptor 1","NKp46","O76036"
"X8393.121",123,-0.998148918536291,1.69628480262677,TRUE,6651,"CTSF","Cathepsin F","CATF","Q9UBX1"
"X8470.213",123,-0.998148918536291,1.69968358152418,TRUE,6652,"RNASEH1","Ribonuclease H1","RNase H1","O60930"
"X9561.21",123,-0.998148918536291,1.6782375714326,TRUE,6653,"VCAN","Versican core protein","CSPG2","P13611"
"X12734.112",123,-0.998148924505789,1.66626062657212,TRUE,6654,"KIF22","Kinesin-like protein KIF22","KIF22","Q14807"
"X12688.115",123,-0.998148930475247,1.63271967762046,TRUE,6655,"RPS6KA6","Ribosomal protein S6 kinase alpha-6","KS6A6","Q9UK32"
"X25949.3",123,-0.998148936444668,1.69306119426534,TRUE,6656,"PLCD3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3","PLCD3","Q8N3E9"
"X3285.23",114,-0.998161027556232,1.73504097588307,TRUE,6657,"C1R","Complement C1r subcomponent","C1r","P00736"
"X12425.104",124,-0.998174464535826,1.56822754761473,TRUE,6658,"ARF6","ADP-ribosylation factor 6","ARF6","P62330"
"X7121.2",124,-0.998174464535826,1.68980972596675,TRUE,6659,"SYT7","Synaptotagmin-7","SYT7","O43581"
"X12715.30",125,-0.998181058427353,1.54309153983784,TRUE,6660,"DCP1B","mRNA-decapping enzyme 1B","DCP1B","Q8IZD4"
"X17693.2",124,-0.998187065847909,1.71565056421427,TRUE,6661,"SEPTIN6","Septin-6","Septin-6","Q14141"
"X7097.8",125,-0.998187203500234,1.63714285758277,TRUE,6662,"CDY1","Testis-specific chromodomain protein Y 1","CDY1","Q9Y6F8"
"X11239.49",124,-0.99819334369905,1.67386611834792,TRUE,6663,"TMPRSS6","Transmembrane protease serine 6","TMPS6","Q8IU80"
"X11242.33",124,-0.99819334369905,1.69155903348794,TRUE,6664,"TGM1","Protein-glutamine gamma-glutamyltransferase K","TGM1","P22735"
"X11369.23",124,-0.99819334369905,1.62014485648049,TRUE,6665,"ADH5","Alcohol dehydrogenase class-3","ADHX","P11766"
"X12793.4",124,-0.99819334369905,1.63940806142445,TRUE,6666,"PIWIL1","Piwi-like protein 1","PIWL1","Q96J94"
"X13487.24",124,-0.99819334369905,1.6853915918159,TRUE,6667,"UNC93B1","Protein unc-93 homolog B1","UN93B","Q9H1C4"
"X13946.8",124,-0.99819334369905,1.6220373595971,TRUE,6668,"DDX23","Probable ATP-dependent RNA helicase DDX23","DDX23","Q9BUQ8"
"X18207.6",124,-0.99819334369905,1.64591586803935,TRUE,6669,"CHMP1B","Charged multivesicular body protein 1b","CHM1B","Q7LBR1"
"X18291.8",124,-0.99819334369905,1.73070985044069,TRUE,6670,"CDKN1A","Cyclin-dependent kinase inhibitor 1","p21","P38936"
"X18868.7",124,-0.99819334369905,1.66997432136078,TRUE,6671,"CBX3","Chromobox protein homolog 3","CBX3","Q13185"
"X18874.66",124,-0.99819334369905,1.60327239279427,TRUE,6672,"CEBPA","CCAAT/enhancer-binding protein alpha","CEBPA","P49715"
"X18945.11",124,-0.99819334369905,1.65015835939691,TRUE,6673,"RGS1","Regulator of G-protein signaling 1","RGS1","Q08116"
"X19163.26",124,-0.99819334369905,1.58607591580562,TRUE,6674,"LRRC59","Leucine-rich repeat-containing protein 59","LRC59","Q96AG4"
"X19219.71",124,-0.99819334369905,1.63710491483623,TRUE,6675,"NUTF2","Nuclear transport factor 2","NTF-2","P61970"
"X19347.37",124,-0.99819334369905,1.71638718348228,TRUE,6676,"CA12","Carbonic anhydrase 12","Carbonic Anhydrase XII","O43570"
"X20441.35",124,-0.99819334369905,1.62017405609722,TRUE,6677,"POLR2E","DNA-directed RNA polymerases I, II, and III subunit RPABC1","RPAB1","P19388"
"X20922.4",124,-0.99819334369905,1.61323724265495,TRUE,6678,"PFN4","Profilin-4","PROF4","Q8NHR9"
"X20936.8",124,-0.99819334369905,1.70824060167575,TRUE,6679,"TATDN3","Putative deoxyribonuclease TATDN3","TATD3","Q17R31"
"X21476.43",124,-0.99819334369905,1.65600155507437,TRUE,6680,"NEIL2","Endonuclease 8-like 2","NEIL2","Q969S2"
"X23282.19",124,-0.99819334369905,1.66573878994627,TRUE,6681,"RAB37","Ras-related protein Rab-37","RAB37","Q96AX2"
"X25093.96",124,-0.99819334369905,1.68850306362322,TRUE,6682,"VANGL1","Vang-like protein 1","VANG1","Q8TAA9"
"X2732.58",124,-0.99819334369905,1.57382495508542,TRUE,6683,"NANOG","Homeobox protein NANOG","NANOG","Q9H9S0"
"X2987.37",124,-0.99819334369905,1.65949611440059,TRUE,6684,"H1-2","Histone H1.2","Histone H1.2","P16403"
"X3081.70",124,-0.99819334369905,1.69291328816698,TRUE,6685,"ULBP1","NKG2D ligand 1","ULBP-1","Q9BZM6"
"X3082.9",124,-0.99819334369905,1.62998128581781,TRUE,6686,"ULBP2","NKG2D ligand 2","ULBP-2","Q9BZM5"
"X3217.74",124,-0.99819334369905,1.68868652798055,TRUE,6687,"SERPINE2","Glia-derived nexin","Protease nexin I","P07093"
"X3320.49",124,-0.99819334369905,1.70285221367923,TRUE,6688,"IGFBP7","Insulin-like growth factor-binding protein 7","IGFBP-7","Q16270"
"X3498.53",124,-0.99819334369905,1.47890367992579,TRUE,6689,"IL17A","Interleukin-17A","IL-17","Q16552"
"X3520.58",124,-0.99819334369905,1.62830069112312,TRUE,6690,"TGFB3","Transforming growth factor beta-3","TGF-b3","P10600"
"X4560.34",124,-0.99819334369905,1.69176976397656,TRUE,6691,"LCK","Tyrosine-protein kinase Lck","LCK","P06239"
"X4988.49",124,-0.99819334369905,1.72163843841483,TRUE,6692,"FGFR4","Fibroblast growth factor receptor 4","FGFR4","P22455"
"X6374.7",124,-0.99819334369905,1.70542805293519,TRUE,6693,"MMP20","Matrix metalloproteinase-20","MMP20","O60882"
"X6625.31",124,-0.99819334369905,1.66887627347628,TRUE,6694,"ATAD1","ATPase family AAA domain-containing protein 1","ATAD1","Q8NBU5"
"X7246.4",124,-0.99819334369905,1.68667441486687,TRUE,6695,"FREM2","FRAS1-related extracellular matrix protein 2","FREM2","Q5SZK8"
"X7773.20",124,-0.99819334369905,1.7429096838842,TRUE,6696,"KIR2DL2","Killer cell immunoglobulin-like receptor 2DL2","KI2L2","P43627"
"X7903.18",124,-0.99819334369905,1.71705289471663,TRUE,6697,"VAMP3","Vesicle-associated membrane protein 3","VAMP3","Q15836"
"X8784.7",124,-0.99819334369905,1.71684661011463,TRUE,6698,"ABRAXAS1","BRCA1-A complex subunit Abraxas","F175A","Q6UWZ7"
"X9929.16",124,-0.99819334369905,1.76043719783645,TRUE,6699,"HSD17B7","3-keto-steroid reductase:Extracellular domain (partial)","DHB7:ECD","P56937"
"X24211.25",125,-0.998193348573114,1.48555188514679,TRUE,6700,"HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial","HMGCL","P35914"
"X11334.7",124,-0.998193349385455,1.60241858954247,TRUE,6701,"LILRB3","Leukocyte immunoglobulin-like receptor subfamily B member 3","LIRB3","O75022"
"X11395.5",124,-0.998193349385455,1.69413603212957,TRUE,6702,"PTK2B","Protein-tyrosine kinase 2-beta:4.1 protein, ezrin, radixin, moesin domain","FAK2:FERM","Q14289"
"X11601.26",124,-0.998193349385455,1.68067225199693,TRUE,6703,"DHX8","ATP-dependent RNA helicase DHX8","DHX8","Q14562"
"X12376.85",124,-0.998193349385455,1.66939548304263,TRUE,6704,"CDKN2D","Cyclin-dependent kinase 4 inhibitor D","p19-INK4d","P55273"
"X12571.14",124,-0.998193349385455,1.65944148463726,TRUE,6705,"ARL3","ADP-ribosylation factor-like protein 3","ARL3","P36405"
"X12832.10",124,-0.998193349385455,1.69892227883202,TRUE,6706,"ASH2L","Set1/Ash2 histone methyltransferase complex subunit ASH2","ASH2L","Q9UBL3"
"X16883.57",124,-0.998193349385455,1.66129519997864,TRUE,6707,"RAB4A","Ras-related protein Rab-4A","RAB4A","P20338"
