"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"CCDC50",0.408879051292411,0.408879051292411,1,"CCDC50","Others",NA
"CCDC51",-0.0979957021338605,-0.0979957021338605,1,"CCDC51","Others",NA
"CCDC69",0.127462347813623,0.127462347813623,1,"CCDC69","Others",NA
"CCDC80",0.24691791067305,0.24691791067305,1,"CCDC80","Others",NA
"CCK",0.12885853897188,0.12885853897188,1,"CCK","Others",NA
"CCL1",0.0964386142440561,0.0964386142440561,1,"CCL1.13687.5","Others",NA
"CCL11",-0.105787852345999,-0.105787852345999,1,"CCL11","Others",NA
"CCL13",-0.201193998926801,-0.201193998926801,1,"CCL13","Others",NA
"CCL19",0.12003311634625,0.12003311634625,1,"CCL19","Others",NA
"CCL23",0.118795182761408,0.118795182761408,1,"CCL23.2913.1","Others",NA
"CCL25",0.125376937360781,0.125376937360781,2,"CCL25.14068.29","Others",NA
"CCL28",0.160931780510307,0.160931780510307,1,"CCL28","Others",NA
"CCL5",-0.171558470369501,-0.171558470369501,1,"CCL5.2523.31","Others",NA
"CCL7",-0.164822032125424,-0.164822032125424,1,"CCL7.22969.12","Others",NA
"CCL8",-0.0914139753357634,-0.0914139753357634,1,"CCL8.2785.15","Others",NA
"CCM2",0.0974130003595803,0.0974130003595803,1,"CCM2","Others",NA
"CCN1",-0.127014554585308,-0.127014554585308,1,"CCN1","Others",NA
"CCN5",0.124783145292286,0.124783145292286,1,"CCN5","Others",NA
"CCNE1",-0.149454424216995,-0.149454424216995,1,"CCNE1","Others",NA
"CCNH",-0.197591727242746,-0.197591727242746,1,"CCNH.9848.22","Others",NA
"CCNYL1",0.159628836018184,0.159628836018184,1,"CCNYL1","Others",NA
"CCPG1",0.315716648350738,0.315716648350738,1,"CCPG1","Others",NA
"CD109",0.227318223051457,0.227318223051457,1,"CD109","Others",NA
"CD14",0.20412965964011,0.20412965964011,2,"CD14.16914.104","Microglia / Immune",NA
"CD163",0.28968746115548,0.28968746115548,1,"CD163","Others",NA
"CD177",-0.0916899980924036,-0.0916899980924036,1,"CD177","Others",NA
"CD1A",0.0893770800183367,0.0893770800183367,1,"CD1A","Others",NA
"CD1B",-0.177768918042827,-0.177768918042827,1,"CD1B","Others",NA
"CD200",0.226163875472238,0.226163875472238,1,"CD200","Others",NA
"CD207",-0.114076861129613,-0.114076861129613,1,"CD207","Others",NA
"CD209",0.147273731932779,0.185934687715673,3,"CD209.3029.52","Others",NA
"CD22",-0.203176360665092,-0.203176360665092,1,"CD22","Others",NA
"CD226",-0.235629434520588,-0.235629434520588,1,"CD226.5721.1","Others",NA
"CD248",0.284274328872134,0.284274328872134,1,"CD248","Others",NA
"CD274",0.196984571365808,0.196984571365808,1,"CD274","Others",NA
"CD300A",0.251447875361888,0.251447875361888,1,"CD300A","Others",NA
"CD300C",0.0851243616172916,0.0851243616172916,2,"CD300C.5066.134","Others",NA
"CD300E",-0.110922146289111,-0.110922146289111,1,"CD300E.8287.17","Others",NA
"CD300LF",-0.106202132795257,-0.106202132795257,1,"CD300LF","Others",NA
"CD300LG",0.0886057942472036,0.0886057942472036,1,"CD300LG.20585.9","Others",NA
"CD320",0.36244197850609,0.36244197850609,1,"CD320","Others",NA
"CD33",0.16868948991788,0.16868948991788,1,"CD33","Microglia / Immune",NA
"CD36",-0.113271156952133,-0.113271156952133,1,"CD36","Others",NA
"CD3E",0.155561611645776,0.155561611645776,1,"CD3E.18870.1","Others",NA
"CD46",0.301973632500003,0.301973632500003,1,"CD46","Others",NA
"CD5",0.306443905029205,0.306443905029205,1,"CD5.5596.75","Others",NA
"CD55",0.233000049446281,0.233000049446281,1,"CD55","Others",NA
"CD58",0.225241350094217,0.225241350094217,1,"CD58","Others",NA
"CD59",0.188817160453694,0.188817160453694,2,"CD59.11514.196","Others",NA
"CD63",0.179071668918853,0.179071668918853,1,"CD63","Others",NA
"CD68",0.201439313970511,0.201439313970511,2,"CD68.18922.27","Microglia / Immune",NA
"CD70",-0.0965897903412373,-0.0965897903412373,1,"CD70.8762.38","Others",NA
"CD74",-0.31491800013469,-0.31491800013469,1,"CD74.8748.45","Others",NA
"CD79A",0.144240631225195,0.144240631225195,1,"CD79A.7796.10","Others",NA
"CD80",-0.204548496066427,-0.204548496066427,1,"CD80.2603.61","Others",NA
"CD83",0.270358982231904,0.270358982231904,1,"CD83","Others",NA
"CD84",0.359638965140543,0.359638965140543,1,"CD84.3642.4","Others",NA
"CD86",0.182052847746274,0.182052847746274,2,"CD86.6232.54","Others",NA
"CD8A",0.115534009706167,0.115534009706167,1,"CD8A.15462.28","Others",NA
"CD8B",-0.145162350864774,-0.145162350864774,1,"CD8B","Others",NA
"CD9",0.149085004334437,0.149085004334437,1,"CD9","Others",NA
"CD93",0.170210550539396,0.170210550539396,1,"CD93.14136.234","Others",NA
"CD99L2",-0.232076951495592,-0.232076951495592,1,"CD99L2","Others",NA
"CDC25B",0.203112305410805,0.203112305410805,1,"CDC25B","Others",NA
"CDC34",0.145571668570481,0.145571668570481,1,"CDC34","Others",NA
"CDC42BPB",-0.202866241684883,-0.202866241684883,1,"CDC42BPB","Others",NA
"CDC42EP4",0.160044375991817,0.160044375991817,1,"CDC42EP4","Others",NA
"CDCP1",0.152018334845737,0.152018334845737,2,"CDCP1.16818.200","Others",NA
"CDH11",0.207230325080846,0.207230325080846,1,"CDH11.9604.14","Others",NA
"CDH12",0.235341889332774,0.235341889332774,1,"CDH12.19388.2","Others",NA
"CDH15",-0.11717017399042,-0.11717017399042,2,"CDH15.11215.6","Others",NA
"CDH2",-0.115381961145323,-0.115381961145323,1,"CDH2","Others",NA
"CDH6",-0.238493631557804,-0.238493631557804,1,"CDH6.3591.51","Others",NA
"CDH7",0.27603928668114,0.27603928668114,1,"CDH7","Others",NA
"CDHR1",-0.122027949377413,-0.122027949377413,1,"CDHR1","Others",NA
"CDK16",-0.094550138394339,-0.094550138394339,1,"CDK16","Others",NA
"CDK2.CCNA2",-0.0889722738849441,-0.0889722738849441,1,"CDK2.CCNA2","Others",NA
"CDK20",0.15839941793351,0.15839941793351,1,"CDK20","Others",NA
"CDK2AP1",-0.0996348610273283,-0.0996348610273283,1,"CDK2AP1","Others",NA
"CDKN2C",-0.174027926863432,-0.174027926863432,1,"CDKN2C","Others",NA
"CDKN3",0.250263689232076,0.250263689232076,1,"CDKN3","Tau Phosphatases",NA
"CDNF",0.249301661776664,0.249301661776664,1,"CDNF.4962.52","Others",NA
"CDON",0.181735966184045,0.181735966184045,1,"CDON","Others",NA
"CDYL2",-0.126958433369552,-0.126958433369552,1,"CDYL2","Others",NA
"CEACAM19",0.095895396856457,0.095895396856457,1,"CEACAM19","Others",NA
"CEACAM21",-0.0955988123947683,-0.0955988123947683,1,"CEACAM21","Others",NA
"CEACAM4",-0.11496228774669,-0.11496228774669,1,"CEACAM4","Others",NA
"CEACAM8",-0.0980423761975809,-0.0980423761975809,1,"CEACAM8","Others",NA
"CEBPA",-0.170540798156123,-0.170540798156123,1,"CEBPA","Others",NA
"CEBPE",-0.0897869471946086,-0.0897869471946086,1,"CEBPE","Others",NA
"CELA1",0.179414549932633,0.179414549932633,1,"CELA1","Others",NA
"CELF2",-0.190668542388435,-0.190668542388435,1,"CELF2","Others",NA
"CEMIP2",0.167845826558913,0.167845826558913,1,"CEMIP2","Others",NA
"CEP43",-0.145779110167281,-0.145779110167281,1,"CEP43","Others",NA
"CEP76",-0.162746746581371,-0.162746746581371,1,"CEP76","Others",NA
"CER1",0.174438750592072,0.174438750592072,1,"CER1","Others",NA
"CERT1",-0.0422758874807368,-0.0422758874807368,2,"CERT1.13535.2","Others",NA
"CES3",0.427603116549488,0.427603116549488,1,"CES3.25292.4","Others",NA
"CETN3",-0.167560739483654,-0.167560739483654,1,"CETN3","Others",NA
"CETP",-0.169939771726227,-0.169939771726227,1,"CETP","Others",NA
"CFAP45",0.198165290569408,0.198165290569408,1,"CFAP45","Others",NA
"CFB",-0.116567156903739,-0.116567156903739,1,"CFB","Others",NA
"CFC1",0.338127338162949,0.338127338162949,1,"CFC1","Others",NA
"CFD",0.117054978047096,0.117054978047096,1,"CFD.13678.169","Others",NA
"CFDP1",-0.174493617760036,-0.174493617760036,1,"CFDP1","Others",NA
"CFL1",0.104048007108313,0.104048007108313,1,"CFL1","Others",NA
"CFL2",0.197958235662052,0.197958235662052,1,"CFL2","Others",NA
"CFTR",0.235929754796298,0.235929754796298,1,"CFTR","Others",NA
"CGB3",0.0967121101545735,0.0967121101545735,1,"CGB3","Others",NA
"CGGBP1",-0.104167491333344,-0.104167491333344,1,"CGGBP1","Others",NA
"CGREF1",0.110465233456083,0.110465233456083,1,"CGREF1","Others",NA
"CHCHD10",0.2323274453218,0.2323274453218,1,"CHCHD10","Others",NA
"CHCHD7",0.308856153599505,0.308856153599505,1,"CHCHD7","Others",NA
"CHEK1",-0.0910322599027707,-0.0910322599027707,1,"CHEK1","Others",NA
"CHFR",0.170592011373658,0.170592011373658,1,"CHFR","Others",NA
"CHGA",0.272283258828099,0.272283258828099,2,"CHGA.8476.11","Others",NA
"CHGB",0.110083884291301,0.110083884291301,1,"CHGB","Others",NA
"CHI3L2",-0.162532564765304,-0.162532564765304,1,"CHI3L2","Others",NA
"CHIA",0.104491581068718,0.104491581068718,1,"CHIA","Others",NA
"CHIT1",0.356757746009942,0.356757746009942,1,"CHIT1","Others",NA
"CHKB",0.384346917018034,0.384346917018034,1,"CHKB.7761.125","Others",NA
"CHL1",0.219343101528984,0.219343101528984,2,"CHL1.3601.54","Others",NA
"CHMP1B",-0.218131297203669,-0.218131297203669,1,"CHMP1B","Others",NA
"CHMP2A",0.180301560153482,0.180301560153482,1,"CHMP2A","Others",NA
"CHMP3",0.101025468073625,0.101025468073625,1,"CHMP3","Others",NA
"CHMP4A",0.213281303324595,0.213281303324595,1,"CHMP4A","Others",NA
"CHN1",0.501430238252666,0.501430238252666,1,"CHN1","Others",NA
"CHP1",0.356473947704102,0.356473947704102,1,"CHP1","Others",NA
"CHRD",0.281025351058994,0.281025351058994,1,"CHRD","Others",NA
"CHRDL1",0.131511904480616,0.131511904480616,1,"CHRDL1","Others",NA
"CHRDL2",0.224245963778283,0.224245963778283,1,"CHRDL2","Others",NA
"CHRNB3",0.102768490010184,0.102768490010184,1,"CHRNB3","Others",NA
"CHST1",0.21175790342552,0.21175790342552,1,"CHST1","Others",NA
"CHST10",0.212335045751057,0.212335045751057,1,"CHST10","Others",NA
"CHST11",0.116176908413059,0.116176908413059,1,"CHST11","Others",NA
"CHST12",0.214014327989973,0.214014327989973,1,"CHST12","Others",NA
"CHST15",0.175465230519031,0.175465230519031,2,"CHST15.4469.78","Others",NA
"CHST2",-0.195891607921455,-0.195891607921455,1,"CHST2.4428.1","Others",NA
"CHST4",-0.195219223990319,-0.195219223990319,1,"CHST4","Others",NA
"CHST6",-0.140596583971304,-0.140596583971304,1,"CHST6","Others",NA
"CHST9",0.0976819407113132,0.0976819407113132,1,"CHST9","Others",NA
"CHTF8",-0.194834078182594,-0.194834078182594,1,"CHTF8","Others",NA
"CIB1",0.195354020177228,0.195354020177228,1,"CIB1","Others",NA
"CILP",0.141288090769157,0.141288090769157,1,"CILP","Others",NA
"CINP",0.234085525566941,0.234085525566941,1,"CINP","Others",NA
"CISD1",0.387049268771615,0.387049268771615,1,"CISD1","Others",NA
"CISD2",-0.237706225645484,-0.237706225645484,1,"CISD2","Others",NA
"CKMT1A",0.383938781008674,0.383938781008674,1,"CKMT1A","Others",NA
"CKS1B",-0.182651898341771,-0.182651898341771,1,"CKS1B","Others",NA
"CLCA1",-0.209326120163619,-0.209326120163619,1,"CLCA1","Others",NA
"CLCA2",0.150596718094214,0.150596718094214,1,"CLCA2","Others",NA
"CLDN1",-0.0991226848236908,-0.0991226848236908,1,"CLDN1","Others",NA
"CLEC11A",0.182833520734122,0.182833520734122,2,"CLEC11A.4500.50","Others",NA
"CLEC1B",-0.0898103258388266,-0.0898103258388266,1,"CLEC1B","Others",NA
"CLEC2D",-0.218901046641655,-0.218901046641655,1,"CLEC2D","Others",NA
"CLEC2L",0.302779534118371,0.302779534118371,1,"CLEC2L","Others",NA
"CLEC3B",0.1932366675181,0.1932366675181,1,"CLEC3B","Others",NA
"CLEC4D",0.25806115762613,0.25806115762613,1,"CLEC4D","Others",NA
"CLEC4G",0.124437892087708,0.124437892087708,1,"CLEC4G.10781.19","Others",NA
"CLEC9A",0.140747206766613,0.140747206766613,1,"CLEC9A","Others",NA
"CLIC3",-0.0942535817057405,-0.0942535817057405,1,"CLIC3","Others",NA
"CLIC4",0.260820496551391,0.260820496551391,2,"CLIC4.12491.23","Others",NA
"CLINT1",0.44109288438472,0.44109288438472,1,"CLINT1","Others",NA
"CLMP",0.052744792969906,0.052744792969906,2,"CLMP.10440.26","Others",NA
"CLN5",-0.0165558586337251,-0.0165558586337251,2,"CLN5.9795.9","Others",NA
"CLNK",-0.104134656455166,-0.104134656455166,1,"CLNK","Others",NA
"CLSTN1",0.149803949973442,0.149803949973442,1,"CLSTN1","Others",NA
"CLSTN2",0.235156534766064,0.235156534766064,1,"CLSTN2","Others",NA
"CLTC",-0.271440573083272,-0.271440573083272,1,"CLTC","Cytoskeleton / Axonal Transport",NA
"CLU",0.166106862097306,0.166106862097306,1,"CLU","Metabolism",NA
"CLUAP1",0.144978624332396,0.144978624332396,1,"CLUAP1","Others",NA
"CLYBL",-0.177499886428347,-0.177499886428347,1,"CLYBL","Others",NA
"CMA1",-0.228318358069534,-0.228318358069534,1,"CMA1","Others",NA
"CMC4",0.346292260243703,0.346292260243703,1,"CMC4","Others",NA
"CMIP",-0.208140609347169,-0.208140609347169,1,"CMIP","Others",NA
"CMPK1",-0.156156984494613,-0.156156984494613,2,"CMPK1.18243.9","Others",NA
"CNDP1",0.216549540241467,0.216549540241467,1,"CNDP1.7870.8","Others",NA
"CNDP2",-0.160168271714324,-0.160168271714324,1,"CNDP2","Others",NA
"CNGA2",-0.0892377734967024,-0.0892377734967024,1,"CNGA2","Others",NA
"CNN1",0.21938902905872,0.21938902905872,1,"CNN1","Others",NA
"CNN2",0.158750235483048,0.158750235483048,1,"CNN2","Others",NA
"CNOT1",0.33458194751653,0.33458194751653,1,"CNOT1","Others",NA
"CNOT9",0.314614344889969,0.314614344889969,1,"CNOT9","Others",NA
"CNPY3",0.282234976934004,0.282234976934004,1,"CNPY3","Others",NA
"CNPY4",0.32364181660491,0.32364181660491,1,"CNPY4","Others",NA
"CNRIP1",0.386861741121661,0.386861741121661,1,"CNRIP1","Others",NA
"CNTFR",0.272415856201665,0.272415856201665,2,"CNTFR.2711.6","Others",NA
"CNTN2",0.15697730372416,0.15697730372416,1,"CNTN2","Others",NA
"CNTN3",0.331591984543128,0.331591984543128,1,"CNTN3","Others",NA
"CNTN4",0.298097051096493,0.298097051096493,1,"CNTN4","Others",NA
"CNTN5",0.315936772439147,0.315936772439147,1,"CNTN5","Others",NA
"CNTN6",0.240388850304963,0.240388850304963,1,"CNTN6","Others",NA
"CNTNAP2",0.263949748050596,0.263949748050596,1,"CNTNAP2","Others",NA
"CNTNAP5",0.167031755547213,0.167031755547213,1,"CNTNAP5","Others",NA
"COA4",0.32715461284207,0.32715461284207,1,"COA4","Others",NA
"COCH",0.139990297134807,0.139990297134807,1,"COCH","Others",NA
"COG8",0.149610773484168,0.149610773484168,1,"COG8","Others",NA
"COL15A1",0.128652958624192,0.128652958624192,1,"COL15A1","Others",NA
"COL18A1",0.198261955613907,0.198261955613907,1,"COL18A1","Others",NA
"COL1A1",0.101821664562794,0.101821664562794,1,"COL1A1.11140.56","Others",NA
"COL20A1",0.12292108293171,0.12292108293171,1,"COL20A1","Others",NA
"COL25A1",-0.0902989516223056,-0.0902989516223056,1,"COL25A1","Others",NA
"COL28A1",0.170153298303123,0.170153298303123,1,"COL28A1","Others",NA
"COL2A1",-0.0440885652842747,-0.0440885652842747,2,"COL2A1.18875.125","Others",NA
"COL5A1",0.11371055898574,0.11371055898574,1,"COL5A1","Others",NA
"COL6A1",0.172635499849436,0.172635499849436,1,"COL6A1.11150.3","Others",NA
"COL6A3",0.197105177675645,0.197105177675645,1,"COL6A3","Others",NA
"COL9A3",0.147002100076105,0.147002100076105,1,"COL9A3","Others",NA
"COLEC12",0.161196813532561,0.161196813532561,1,"COLEC12.5457.5","Others",NA
"COLGALT2",-0.0949655250362504,-0.0949655250362504,1,"COLGALT2","Others",NA
"COMMD10",0.0985294095016431,0.0985294095016431,1,"COMMD10","Others",NA
"COMMD7",-0.099476573771223,-0.099476573771223,1,"COMMD7","Others",NA
"COMMD9",-0.214295029307283,-0.214295029307283,1,"COMMD9","Others",NA
"COMT",0.167461744635087,0.167461744635087,1,"COMT","Others",NA
