"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"ROBO2",0.276598094996977,0.276598094996977,2,"ROBO2.22578.17","Others",NA
"ROBO4",0.239071277744559,0.239071277744559,2,"ROBO4.16297.14","Others",NA
"ROR1",0.163017130705224,0.163017130705224,2,"ROR1.2590.69","Others",NA
"ROR2",0.294117827073799,0.294117827073799,1,"ROR2","Others",NA
"RORB",-0.227314745682568,-0.227314745682568,1,"RORB","Others",NA
"RP9",0.265634851347175,0.265634851347175,1,"RP9","Others",NA
"RPA2",-0.214878769604388,-0.214878769604388,1,"RPA2","Others",NA
"RPE",0.144169066006537,0.144169066006537,1,"RPE","Others",NA
"RPL11",-0.149261498199963,-0.149261498199963,1,"RPL11","Others",NA
"RPL26L1",-0.139937315880475,-0.139937315880475,1,"RPL26L1","Others",NA
"RPL5",-0.172529693165413,-0.172529693165413,1,"RPL5","Others",NA
"RPN1",0.195577280999789,0.195577280999789,2,"RPN1.6458.6","Others",NA
"RPP25",-0.252943721539513,-0.252943721539513,1,"RPP25","Others",NA
"RPRD1B",-0.239430663721395,-0.239430663721395,1,"RPRD1B","Others",NA
"RPS20",-0.171561319872069,-0.171561319872069,1,"RPS20","Others",NA
"RPS27A",0.243792704900196,0.243792704900196,1,"RPS27A","Others",NA
"RPS4X",-0.202910930055718,-0.202910930055718,1,"RPS4X","Others",NA
"RPS6KA1",-0.168859511537982,-0.168859511537982,1,"RPS6KA1","Growth Factor Signaling",NA
"RPS6KA3",-0.193957849367555,-0.193957849367555,1,"RPS6KA3","Tau Kinases","Growth Factor Signaling"
"RPS6KA6",-0.220478285643612,-0.220478285643612,1,"RPS6KA6","Others",NA
"RPS7",-0.196417242870696,-0.196417242870696,1,"RPS7","Others",NA
"RRM1",-0.0997479402594904,-0.0997479402594904,1,"RRM1","Others",NA
"RRM2B",0.210261024504932,0.210261024504932,1,"RRM2B.8925.25","Others",NA
"RSPO1",0.0262293366931163,0.0262293366931163,2,"RSPO1.16614.27","Others",NA
"RSPO2",0.272975245005703,0.272975245005703,1,"RSPO2.8409.3","Others",NA
"RSPO3",0.274125874879226,0.274125874879226,2,"RSPO3.13094.75","Others",NA
"RSPO4",0.17881692989325,0.17881692989325,1,"RSPO4","Others",NA
"RTL6",-0.15153881355406,-0.15153881355406,1,"RTL6","Others",NA
"RTN4R",0.166311504129296,0.166311504129296,1,"RTN4R","Others",NA
"RTN4RL1",0.19976131249572,0.19976131249572,1,"RTN4RL1","Others",NA
"RTRAF",-0.107505673665229,-0.107505673665229,1,"RTRAF","Others",NA
"RUFY1",0.146200455233038,0.146200455233038,1,"RUFY1","Others",NA
"RUNX3",-0.22417204916635,-0.22417204916635,1,"RUNX3","Others",NA
"RUVBL1",-0.120798574662338,-0.120798574662338,1,"RUVBL1","Others",NA
"RWDD1",0.296289974051655,0.296289974051655,1,"RWDD1","Others",NA
"RYK",0.149786610452648,0.149786610452648,1,"RYK","Others",NA
"S100A10",-0.17055375968388,-0.17055375968388,1,"S100A10","Others",NA
"S100A13",-0.198311234882557,-0.198311234882557,1,"S100A13","Others",NA
"S100A16",0.274196189546793,0.274196189546793,1,"S100A16","Others",NA
"S100A4",0.000470496571117106,0.000470496571117106,2,"S100A4.14116.129","Others",NA
"S100A5",0.144087711834603,0.144087711834603,1,"S100A5","Others",NA
"S100A6",0.142134035561906,0.142134035561906,1,"S100A6","Others",NA
"S100A7",-0.121381919205183,-0.121381919205183,1,"S100A7","Others",NA
"S100A8",-0.117965585082583,-0.117965585082583,2,"S100A8.24217.2","Others",NA
"S100A9",-0.157529672207708,-0.157529672207708,2,"S100A9.7812.11","Others",NA
"S100Z",-0.119439818088043,-0.119439818088043,1,"S100Z","Others",NA
"SAA1",-0.135410189775139,-0.135410189775139,2,"SAA1.4336.2","Others",NA
"SAA4",-0.0977980810973144,-0.0977980810973144,1,"SAA4","Others",NA
"SAMHD1",0.0986759424877953,0.0986759424877953,1,"SAMHD1","Others",NA
"SAMM50",0.152247959453819,0.152247959453819,1,"SAMM50","Others",NA
"SAMSN1",-0.106343050289743,-0.106343050289743,1,"SAMSN1","Others",NA
"SAP18",-0.230410978791843,-0.230410978791843,1,"SAP18","Others",NA
"SAP30",-0.159129153310228,-0.159129153310228,1,"SAP30","Others",NA
"SAP30L",-0.0929169602229367,-0.0929169602229367,1,"SAP30L","Others",NA
"SAR1A",-0.13712660087467,-0.13712660087467,1,"SAR1A.17726.3","Others",NA
"SAR1B",-0.127462255898425,-0.127462255898425,1,"SAR1B.21660.4","Others",NA
"SCAMP5",-0.0945031511593953,-0.0945031511593953,1,"SCAMP5","Others",NA
"SCARA3",0.0122312491644143,0.0122312491644143,2,"SCARA3.9569.14","Others",NA
"SCARB1",-0.141724300080905,-0.141724300080905,1,"SCARB1","Others",NA
"SCARF1",0.238198832074406,0.238198832074406,1,"SCARF1","Others",NA
"SCARF2",0.214673042114222,0.214673042114222,1,"SCARF2.8956.96","Others",NA
"SCG5",0.261429604799285,0.261429604799285,1,"SCG5","Others",NA
"SCGB1D1",0.27477866314502,0.27477866314502,1,"SCGB1D1","Others",NA
"SCGB1D2",0.164048669834388,0.164048669834388,1,"SCGB1D2","Others",NA
"SCGB2A1",-0.0474487123487715,-0.0474487123487715,2,"SCGB2A1.9086.95","Others",NA
"SCGN",0.23438207424292,0.23438207424292,2,"SCGN.15305.7","Others",NA
"SCLY",0.208123361678735,0.208123361678735,1,"SCLY","Others",NA
"SCN2B",0.405677065663289,0.405677065663289,1,"SCN2B","Others",NA
"SCN3B",0.195693506732126,0.195693506732126,1,"SCN3B","Others",NA
"SCO1",-0.222555092803495,-0.222555092803495,1,"SCO1","Others",NA
"SCO2",-0.0931199292446653,-0.0931199292446653,1,"SCO2","Others",NA
"SCP2",0.108492583062141,0.108492583062141,1,"SCP2.24293.39","Others",NA
"SCPEP1",-0.166963075580971,-0.166963075580971,1,"SCPEP1","Others",NA
"SCRN3",-0.153085654002325,-0.153085654002325,1,"SCRN3","Others",NA
"SCUBE1",0.109716892789945,0.109716892789945,1,"SCUBE1","Others",NA
"SCUBE3",0.190630965316406,0.190630965316406,1,"SCUBE3","Others",NA
"SDC3",0.212056367043143,0.212056367043143,1,"SDC3","Others",NA
"SDF2L1",0.113695338873298,0.113695338873298,1,"SDF2L1","Others",NA
"SDHAF2",0.198016411731494,0.198016411731494,1,"SDHAF2","Others",NA
"SDSL",0.226520038130271,0.226520038130271,1,"SDSL","Others",NA
"SEC13",0.242747436770641,0.242747436770641,1,"SEC13","Others",NA
"SECTM1",0.118748937865001,0.118748937865001,1,"SECTM1","Others",NA
"SELE",-0.120067384868808,-0.120067384868808,1,"SELE","Others",NA
"SELENBP1",-0.102174425116685,-0.102174425116685,1,"SELENBP1","Others",NA
"SELENOF",0.199335194143395,0.199335194143395,1,"SELENOF","Others",NA
"SELENOM",0.223826619080856,0.223826619080856,1,"SELENOM","Others",NA
"SELENOW",0.395284869205995,0.395284869205995,1,"SELENOW","Others",NA
"SELPLG",0.144653065574609,0.144653065574609,1,"SELPLG","Others",NA
"SEMA3A",-0.174435700594186,-0.174435700594186,1,"SEMA3A","Others",NA
"SEMA3E",0.137114499274525,0.137114499274525,1,"SEMA3E","Others",NA
"SEMA3G",0.262700323464405,0.262700323464405,1,"SEMA3G","Others",NA
"SEMA4A",0.230896587972098,0.230896587972098,1,"SEMA4A","Others",NA
"SEMA4B",0.259135774085008,0.259135774085008,1,"SEMA4B","Others",NA
"SEMA4C",0.276474022593681,0.276474022593681,1,"SEMA4C","Others",NA
"SEMA4D",0.255136702875368,0.255136702875368,1,"SEMA4D","Others",NA
"SEMA4F",0.114707894683188,0.114707894683188,1,"SEMA4F","Others",NA
"SEMA4G",0.17828120584238,0.17828120584238,1,"SEMA4G","Others",NA
"SEMA5B",0.190403605948819,0.190403605948819,1,"SEMA5B","Others",NA
"SEMA6A",0.132189435620018,0.132189435620018,2,"SEMA6A.7945.10","Others",NA
"SEMA6B",0.143353647332468,0.143353647332468,1,"SEMA6B","Others",NA
"SEMA6D",0.216157939384458,0.216157939384458,1,"SEMA6D","Others",NA
"SEMA7A",0.144418020022707,0.144418020022707,1,"SEMA7A","Others",NA
"SENP8",0.119627312087622,0.119627312087622,1,"SENP8","Others",NA
"SEPHS1",0.0998218858276317,0.0998218858276317,1,"SEPHS1","Others",NA
"SEPTIN11",0.348367360493543,0.348367360493543,1,"SEPTIN11","Others",NA
"SEPTIN5",0.323267526976215,0.323267526976215,1,"SEPTIN5","Others",NA
"SEPTIN6",-0.211914003860365,-0.211914003860365,1,"SEPTIN6","Others",NA
"SERPINA10",-0.167575270745348,-0.167575270745348,1,"SERPINA10.13119.26","Others",NA
"SERPINA11",-0.216272869680996,-0.216272869680996,1,"SERPINA11","Others",NA
"SERPINA3",0.127800526024156,0.127800526024156,1,"SERPINA3.4153.11","Others",NA
"SERPINA7",-0.15370917945594,-0.15370917945594,1,"SERPINA7","Others",NA
"SERPINB1",0.336928393741337,0.336928393741337,1,"SERPINB1","Others",NA
"SERPINB8",0.195527400377944,0.195527400377944,1,"SERPINB8","Others",NA
"SERPINB9",0.224708400714148,0.224708400714148,1,"SERPINB9","Others",NA
"SERPINC1",-0.127363963436734,-0.127363963436734,1,"SERPINC1","Others",NA
"SERPINE2",0.0785150166166706,0.0785150166166706,2,"SERPINE2.19154.41","Others",NA
"SERPINF1",-0.132465912238306,-0.132465912238306,1,"SERPINF1.9211.19","Others",NA
"SERPINF2",-0.12785689057854,-0.12785689057854,1,"SERPINF2","Others",NA
"SERPING1",0.114394452228857,0.114394452228857,1,"SERPING1.4479.14","Others",NA
"SET",0.16177738949344,0.16177738949344,1,"SET","Others",NA
"SETD3",0.14371570722806,0.14371570722806,1,"SETD3","Others",NA
"SEZ6L",0.241943548222866,0.241943548222866,1,"SEZ6L","Others",NA
"SF3B6",-0.230816824699621,-0.230816824699621,1,"SF3B6","Others",NA
"SFN",0.240504238135078,0.240504238135078,1,"SFN","Others",NA
"SFRP1",0.266954841791565,0.266954841791565,2,"SFRP1.14042.11","Others",NA
"SFRP4",-0.103018201715264,-0.103018201715264,2,"SFRP4.17447.52","Others",NA
"SFRP5",0.138237477371509,0.138237477371509,1,"SFRP5","Others",NA
"SFTA2",0.128369138505269,0.128369138505269,1,"SFTA2","Others",NA
"SGK3",-0.103856387973612,-0.103856387973612,1,"SGK3","Others",NA
"SGSH",-0.139528141065446,-0.139528141065446,1,"SGSH","Others",NA
"SGTB",0.289343531170872,0.289343531170872,1,"SGTB","Others",NA
"SH2B3",0.201600313563658,0.201600313563658,1,"SH2B3","Others",NA
"SH2D1B",-0.176330864590341,-0.176330864590341,1,"SH2D1B","Others",NA
"SH2D3C",-0.100700654121761,-0.100700654121761,1,"SH2D3C","Others",NA
"SH3BGRL2",0.510192351202648,0.510192351202648,1,"SH3BGRL2","Others",NA
"SH3BGRL3",0.305330124633295,0.305330124633295,1,"SH3BGRL3","Others",NA
"SH3BP5",-0.141021967164894,-0.141021967164894,1,"SH3BP5","Others",NA
"SH3GL2",0.223767602340708,0.223767602340708,2,"SH3GL2.12499.108","Others",NA
"SH3GL3",0.0210015299377385,0.0210015299377385,2,"SH3GL3.18318.98","Others",NA
"SH3GLB2",-0.145509863779254,-0.145509863779254,1,"SH3GLB2","Others",NA
"SH3PXD2B",0.186348927037732,0.186348927037732,1,"SH3PXD2B","Others",NA
"SHANK1",0.323120452487598,0.323120452487598,2,"SHANK1.13256.21","Others",NA
"SHANK3",0.503662458136427,0.503662458136427,1,"SHANK3","Synaptic Proteins",NA
"SHARPIN",0.149441216955147,0.149441216955147,1,"SHARPIN","Others",NA
"SHBG",0.114983334349526,0.114983334349526,2,"SHBG.4929.55","Others",NA
"SHC1",0.0319610080907062,0.0319610080907062,2,"SHC1.5272.55","Others",NA
"SHC4",-0.202294268667394,-0.202294268667394,1,"SHC4","Others",NA
"SHD",0.12859605580794,0.12859605580794,1,"SHD","Others",NA
"SHMT2",-0.126406668459483,-0.126406668459483,1,"SHMT2","Others",NA
"SIGLEC11",-0.194309168821561,-0.194309168821561,1,"SIGLEC11.8913.22","Others",NA
"SIGLEC14",0.18411848752604,0.18411848752604,2,"SIGLEC14.8248.222","Others",NA
"SIGLEC15",-0.151288802182223,-0.151288802182223,1,"SIGLEC15","Others",NA
"SIGLEC5",0.203976471976916,0.20148332202559,3,"SIGLEC5.9275.2","Others",NA
"SIGLEC7",0.272679831233813,0.272679831233813,1,"SIGLEC7","Others",NA
"SIL1",0.162808208493355,0.162808208493355,1,"SIL1","Others",NA
"SIRPA",-0.0959293381050212,-0.0959293381050212,1,"SIRPA.9083.35","Others",NA
"SIRPB2",-0.0909551780487952,-0.0909551780487952,1,"SIRPB2","Others",NA
"SIRT2",0.162045427028341,0.162045427028341,1,"SIRT2.23031.6","Others",NA
"SIRT6",-0.157930965983946,-0.157930965983946,1,"SIRT6","Others",NA
"SKP1",-0.17560701019339,-0.17560701019339,1,"SKP1","Others",NA
"SKP2",-0.239219328112588,-0.239219328112588,1,"SKP2","Others",NA
"SLAMF8",0.114138937391299,0.114138937391299,1,"SLAMF8","Others",NA
"SLBP",-0.210300134555172,-0.210300134555172,1,"SLBP","Others",NA
"SLC14A2",-0.131939882058539,-0.131939882058539,1,"SLC14A2","Others",NA
"SLC26A5",-0.0958886607841277,-0.0958886607841277,1,"SLC26A5","Others",NA
"SLC30A3",0.0934923038729461,0.0934923038729461,1,"SLC30A3","Others",NA
"SLC3A1",0.159839602672893,0.159839602672893,1,"SLC3A1","Others",NA
"SLIT1",0.333380904533858,0.333380904533858,1,"SLIT1","Others",NA
"SLIT2",0.524393627020544,0.524393627020544,1,"SLIT2","Others",NA
"SLITRK1",0.259648129401326,0.259648129401326,2,"SLITRK1.10743.13","Others",NA
"SLITRK2",0.146978929581852,0.146978929581852,1,"SLITRK2","Others",NA
"SLITRK3",0.14034171558722,0.14034171558722,1,"SLITRK3","Others",NA
"SLITRK4",0.318798869615572,0.318798869615572,1,"SLITRK4","Others",NA
"SLITRK5",0.289946677273968,0.289946677273968,1,"SLITRK5","Others",NA
"SLITRK6",0.159275001000918,0.159275001000918,1,"SLITRK6","Others",NA
"SMAD4",0.23770411514627,0.23770411514627,1,"SMAD4","Others",NA
"SMAD5",0.194792826073323,0.194792826073323,1,"SMAD5","Others",NA
"SMAP1",0.382467432373195,0.382467432373195,1,"SMAP1","Others",NA
"SMIM24",0.325639525334129,0.325639525334129,1,"SMIM24","Others",NA
"SMNDC1",-0.129306970043787,-0.129306970043787,1,"SMNDC1","Others",NA
"SMOC1",0.598845114545336,0.598845114545336,2,"SMOC1.5694.57","Others",NA
"SMOC2",0.380964315988435,0.380964315988435,1,"SMOC2","Others",NA
"SMPD1",0.0992943293334671,0.0992943293334671,1,"SMPD1","Others",NA
"SMS",0.0993855900974265,0.0993855900974265,1,"SMS","Others",NA
"SMTN",0.118649009064711,0.118649009064711,1,"SMTN","Others",NA
"SMURF1",0.459462371983288,0.459462371983288,1,"SMURF1","Others",NA
"SNCA",0.102761963254142,0.102761963254142,1,"SNCA.8458.111","Synaptic Proteins",NA
"SNCG",0.396269422830347,0.396269422830347,1,"SNCG","Others",NA
"SND1",-0.150921201212681,-0.150921201212681,1,"SND1","Others",NA
"SNF8",-0.107617790057356,-0.107617790057356,1,"SNF8","Others",NA
"SNIP1",-0.111118455724512,-0.111118455724512,1,"SNIP1","Others",NA
"SNPH",-0.118329708540344,-0.118329708540344,1,"SNPH","Others",NA
"SNRNP25",-0.143350656517535,-0.143350656517535,1,"SNRNP25","Others",NA
"SNRPA",-0.13236654523911,-0.13236654523911,1,"SNRPA","Others",NA
"SNRPA1",-0.155845370469982,-0.155845370469982,1,"SNRPA1","Others",NA
"SNRPB2",-0.191391979093359,-0.191391979093359,1,"SNRPB2","Others",NA
"SNRPD3",-0.0876742417158509,-0.0876742417158509,1,"SNRPD3","Others",NA
"SNRPE",-0.177429975002795,-0.177429975002795,1,"SNRPE","Others",NA
"SNRPF",-0.10482616816536,-0.10482616816536,1,"SNRPF","Others",NA
"SNRPG",-0.164326625272853,-0.164326625272853,1,"SNRPG","Others",NA
"SNTA1",0.168344599955187,0.168344599955187,2,"SNTA1.22946.55","Others",NA
"SNTB1",-0.175675386683628,-0.175675386683628,1,"SNTB1","Others",NA
"SNUPN",-0.166681033822536,-0.166681033822536,1,"SNUPN","Others",NA
"SNX11",0.21492662443456,0.21492662443456,1,"SNX11","Others",NA
"SNX12",0.34309547247671,0.34309547247671,1,"SNX12","Others",NA
"SNX15",0.225318287401487,0.225318287401487,1,"SNX15","Others",NA
"SNX16",0.244105055457873,0.244105055457873,1,"SNX16","Others",NA
"SNX17",-0.238212811564993,-0.238212811564993,1,"SNX17","Others",NA
"SNX27",0.150749962241309,0.150749962241309,1,"SNX27","Others",NA
"SNX3",0.107317750190718,0.107317750190718,1,"SNX3","Others",NA
"SNX5",-0.151159616753911,-0.151159616753911,1,"SNX5","Others",NA
"SOD1",0.12059135189784,0.12059135189784,1,"SOD1","Others",NA
"SOD2",0.288229611024289,0.288229611024289,1,"SOD2","Others",NA
"SORCS1",0.21161108983963,0.21161108983963,1,"SORCS1","Others",NA
"SORCS3",0.194059559153205,0.194059559153205,2,"SORCS3.23034.13","Others",NA
"SORD",0.112518766634602,0.112518766634602,1,"SORD","Others",NA
"SORT1",-0.106996692697528,-0.106996692697528,1,"SORT1","Others",NA
"SOSTDC1",0.0888128648876886,0.0888128648876886,1,"SOSTDC1","Others",NA
"SOX6",0.12956610862187,0.12956610862187,1,"SOX6","Others",NA
"SPA17",0.121059382911176,0.121059382911176,1,"SPA17","Others",NA
"SPACA5",0.0888601578895978,0.0888601578895978,1,"SPACA5","Others",NA
"SPAG11B",0.138874032347675,0.138874032347675,1,"SPAG11B","Others",NA
"SPAG7",-0.0972334171991335,-0.0972334171991335,1,"SPAG7","Others",NA
"SPANXA1",-0.205793385862392,-0.205793385862392,1,"SPANXA1","Others",NA
"SPANXN4",0.100159547810326,0.100159547810326,1,"SPANXN4","Others",NA
"SPARC",0.187705784893265,0.187705784893265,1,"SPARC.14110.200","Others",NA
"SPARCL1",0.210010877369912,0.210010877369912,2,"SPARCL1.13707.27","Others",NA
"SPART",0.422034875928715,0.422034875928715,1,"SPART","Others",NA
"SPAST",0.352179044890869,0.352179044890869,1,"SPAST.10870.32","Others",NA
"SPATA22",0.194212999262518,0.194212999262518,1,"SPATA22","Others",NA
"SPATA31D4",-0.108839608829741,-0.108839608829741,1,"SPATA31D4","Others",NA
"SPATA46",0.253583186571371,0.253583186571371,1,"SPATA46","Others",NA
"SPATA9",0.168932058398672,0.168932058398672,1,"SPATA9","Others",NA
"SPC25",0.345429267881271,0.345429267881271,1,"SPC25","Others",NA
"SPDEF",-0.109600093971138,-0.109600093971138,1,"SPDEF","Others",NA
"SPECC1",0.166200164892826,0.166200164892826,1,"SPECC1","Others",NA
"SPG21",0.117965421814345,0.117965421814345,1,"SPG21","Others",NA
"SPI1",-0.188205773329055,-0.188205773329055,1,"SPI1","Others",NA
"SPINK13",0.171665002219082,0.171665002219082,1,"SPINK13","Others",NA
"SPINK14",0.174762245231913,0.174762245231913,1,"SPINK14","Others",NA
"SPINK2",0.126204214050416,0.126204214050416,1,"SPINK2","Others",NA
"SPINT2",0.154748402158633,0.154748402158633,1,"SPINT2","Others",NA
"SPN",0.124505150473197,0.124505150473197,1,"SPN","Others",NA
"SPOCK1",0.237615378321977,0.237615378321977,2,"SPOCK1.11487.4","Others",NA
"SPOCK2",0.0930602236789525,0.0930602236789525,1,"SPOCK2","Others",NA
"SPON1",0.388345922004974,0.388345922004974,1,"SPON1","Others",NA
"SPOP",-0.0893124486584949,-0.0893124486584949,1,"SPOP","Others",NA
"SPP1",0.407517718774398,0.407517718774398,1,"SPP1","Others",NA
"SPTLC1",0.130910129626051,0.130910129626051,1,"SPTLC1","Others",NA
"SQSTM1",-0.162370373161705,-0.162370373161705,1,"SQSTM1.15448.47","Others",NA
"SRA1",0.171679255517538,0.171679255517538,1,"SRA1","Others",NA
"SRC",-0.0905981345530169,-0.0905981345530169,1,"SRC.5488.74","Microglia / Immune",NA
"SRGAP2",0.303093045464308,0.303093045464308,1,"SRGAP2","Others",NA
"SRGN",-0.176160355915564,-0.176160355915564,1,"SRGN","Others",NA
"SRI",0.157727667832179,0.157727667832179,1,"SRI","Others",NA
"SRL",-0.19724575996104,-0.19724575996104,1,"SRL","Others",NA
"SRM",0.128216263337026,0.128216263337026,1,"SRM","Others",NA
"SRPK1",-0.112640871255419,-0.112640871255419,1,"SRPK1","Tau Kinases",NA
"SRRT",-0.0906251035895211,-0.0906251035895211,1,"SRRT","Others",NA
"SRSF6",-0.15123514627953,-0.15123514627953,1,"SRSF6","Others",NA
"SRXN1",0.195840637771647,0.195840637771647,1,"SRXN1","Others",NA
"SSB",-0.164502359461514,-0.164502359461514,1,"SSB.13526.5","Others",NA
"SSBP1",-0.134281666758064,-0.134281666758064,1,"SSBP1","Others",NA
"SST",0.201935603127346,0.201935603127346,1,"SST","Others",NA
"SSU72",-0.162996863049983,-0.162996863049983,1,"SSU72","Others",NA
"ST13",0.405199516083657,0.405199516083657,1,"ST13","Others",NA
"ST3GAL1",0.147305445773232,0.147305445773232,1,"ST3GAL1","Others",NA
"ST3GAL6",0.197073262440977,0.197073262440977,1,"ST3GAL6","Others",NA
"ST6GAL1",-0.174098697930695,-0.174098697930695,1,"ST6GAL1","Others",NA
"ST6GAL2",0.163242677863641,0.163242677863641,1,"ST6GAL2","Others",NA
"ST6GALNAC1",-0.176935099293767,-0.176935099293767,1,"ST6GALNAC1","Others",NA
"ST6GALNAC2",-0.0914204105589404,-0.0914204105589404,1,"ST6GALNAC2","Others",NA
"ST6GALNAC5",0.265490452395578,0.265490452395578,1,"ST6GALNAC5","Others",NA
"ST8SIA1",0.133573930160732,0.133573930160732,1,"ST8SIA1.21663.149","Others",NA
"ST8SIA2",0.18418686950957,0.18418686950957,1,"ST8SIA2","Others",NA
"ST8SIA4",0.190639611404094,0.190639611404094,1,"ST8SIA4","Others",NA
"STAB1",0.115149457064771,0.115149457064771,1,"STAB1","Others",NA
"STAB2",-0.182451921780394,-0.182451921780394,1,"STAB2","Others",NA
"STAMBP",-0.101614623706258,-0.101614623706258,1,"STAMBP","Others",NA
"STAMBPL1",0.470055601129779,0.470055601129779,1,"STAMBPL1","Others",NA
"STAP1",-0.201642008196163,-0.201642008196163,1,"STAP1","Others",NA
"STAR",0.376140632242718,0.376140632242718,1,"STAR","Others",NA
"STARD10",0.294065527014922,0.294065527014922,1,"STARD10","Others",NA
"STARD5",-0.24567944276075,-0.24567944276075,1,"STARD5","Others",NA
"STAT1",-0.170263371752418,-0.170263371752418,1,"STAT1.10370.21","Others",NA
"STAT3",0.142365148790642,0.142365148790642,2,"STAT3.10346.5","Astrocyte Activation",NA
"STAT5A",-0.148476334226081,-0.148476334226081,1,"STAT5A","Others",NA
"STAT5B",-0.173006406910551,-0.173006406910551,1,"STAT5B","Others",NA
"STAT6",-0.121226745373603,-0.121226745373603,1,"STAT6","Others",NA
"STATH",0.190151173965824,0.190151173965824,1,"STATH","Others",NA
"STAU1",0.197763838088731,0.197763838088731,1,"STAU1","Others",NA
"STC1",0.0917355533061959,0.0917355533061959,1,"STC1","Others",NA
"STIM1",0.173757243047713,0.173757243047713,1,"STIM1.8916.32","Others",NA
"STK16",-0.144569304493826,-0.144569304493826,1,"STK16","Others",NA
"STK17B",-0.0951743740276514,-0.0951743740276514,1,"STK17B.5249.31","Others",NA
"STK3",0.108769891905256,0.108769891905256,1,"STK3","Others",NA
"STK4",0.189505095564032,0.189505095564032,1,"STK4","Others",NA
"STMN1",0.531079502205179,0.531079502205179,1,"STMN1","Synaptic Proteins",NA
"STMN2",0.529563145165625,0.529563145165625,1,"STMN2","Synaptic Proteins",NA
"STMN3",0.482789496511071,0.482789496511071,1,"STMN3","Others",NA
"STOM",0.0970099301703411,0.0970099301703411,1,"STOM","Others",NA
"STOML1",0.183095354364862,0.183095354364862,1,"STOML1","Others",NA
"STX10",-0.108514469136367,-0.108514469136367,1,"STX10","Others",NA
"STX12",0.354810841543878,0.354810841543878,1,"STX12","Others",NA
"STX17",0.191996393873548,0.191996393873548,1,"STX17","Others",NA
"STX1A",0.436287311182228,0.436287311182228,2,"STX1A.3766.51","Synaptic Proteins",NA
"STX1B",0.151085073566291,0.151085073566291,1,"STX1B","Others",NA
"STX2",0.393715997039577,0.393715997039577,1,"STX2","Others",NA
"STX3",0.369205030549554,0.369205030549554,1,"STX3","Others",NA
"STX4",0.13075298832991,0.13075298832991,1,"STX4","Others",NA
"STX6",0.334477721352697,0.334477721352697,1,"STX6","Others",NA
"STX7",0.456581604085544,0.456581604085544,1,"STX7","Others",NA
"STX8",0.404197486313114,0.404197486313114,1,"STX8","Others",NA
"STXBP4",0.0897116072662491,0.0897116072662491,1,"STXBP4","Others",NA
"STXBP6",0.215347370009521,0.215347370009521,1,"STXBP6","Others",NA
"SUB1",-0.136847944344076,-0.136847944344076,1,"SUB1","Others",NA
"SUDS3",-0.151083185605897,-0.151083185605897,1,"SUDS3","Others",NA
"SUGT1",0.407844679292089,0.407844679292089,1,"SUGT1","Others",NA
"SULF2",0.272914546260151,0.272914546260151,1,"SULF2","Others",NA
"SULT1A1",-0.2030092372182,-0.2030092372182,1,"SULT1A1","Others",NA
"SULT2B1",0.0995600934655399,0.0995600934655399,1,"SULT2B1","Others",NA
"SULT4A1",-0.175234946947042,-0.175234946947042,1,"SULT4A1","Others",NA
"SULT6B1",-0.168968475645652,-0.168968475645652,1,"SULT6B1","Others",NA
"SUMF2",0.173209890178725,0.173209890178725,1,"SUMF2","Others",NA
"SUMO2",0.344241808960217,0.344241808960217,1,"SUMO2","Others",NA
"SUMO3",0.492044874344877,0.492044874344877,2,"SUMO3.14623.26","Others",NA
"SUMO4",0.382538123611962,0.382538123611962,1,"SUMO4","Others",NA
"SUN5",0.117277982835697,0.117277982835697,1,"SUN5","Others",NA
"SUOX",0.266059828998041,0.266059828998041,1,"SUOX","Others",NA
"SURF1",0.133843754991436,0.133843754991436,1,"SURF1","Others",NA
"SV2A",0.383772229280665,0.383772229280665,1,"SV2A","Others",NA
"SVEP1",0.27740405550076,0.27740405550076,2,"SVEP1.11178.21","Others",NA
"SVIP",0.327768498935132,0.327768498935132,1,"SVIP","Others",NA
"SWAP70",0.0979470431588613,0.0979470431588613,1,"SWAP70","Others",NA
"SYAP1",0.272409631998658,0.272409631998658,1,"SYAP1","Others",NA
"SYF2",0.2237094057096,0.2237094057096,1,"SYF2","Others",NA
"SYK",-0.182169239030304,-0.182169239030304,1,"SYK.11378.37","Microglia / Immune",NA
"SYNCRIP",-0.217075823550058,-0.217075823550058,1,"SYNCRIP","Others",NA
"SYNE2",0.417877783288238,0.417877783288238,1,"SYNE2","Others",NA
"SYNJ2BP",-0.137083911089604,-0.137083911089604,1,"SYNJ2BP","Others",NA
"SYT1",0.443613464803291,0.443613464803291,1,"SYT1","Synaptic Proteins",NA
"SYT11",0.3177480002762,0.3177480002762,1,"SYT11","Others",NA
"SYT12",0.303319510295065,0.303319510295065,1,"SYT12","Others",NA
"SYT17",-0.210560307852374,-0.210560307852374,1,"SYT17","Others",NA
"SYT4",0.327322487044572,0.327322487044572,1,"SYT4","Synaptic Proteins",NA
"SYT5",0.520379530320898,0.520379530320898,1,"SYT5","Synaptic Proteins",NA
"SYT6",0.210680743740169,0.210680743740169,1,"SYT6","Others",NA
"SYT9",0.130479505103906,0.130479505103906,1,"SYT9","Others",NA
"TACC3",-0.112763258798907,-0.112763258798907,1,"TACC3","Others",NA
"TACO1",-0.0888607378500308,-0.0888607378500308,1,"TACO1","Others",NA
