"Rank","Gene","PTAU_rho","Mean_Rho","Degree","Functional_Category","MAPT_Interactor","N_Proteins","Priority_Score"
291,"EFNA1",0.157490146371324,0.157490146371324,20,"Others",FALSE,1,0.479482284347843
292,"ARF1",0.345543285984992,0.345543285984992,3,"Others",FALSE,1,0.479024708883833
293,"LAT",-0.16265855224065,-0.16265855224065,18,"Others",FALSE,1,0.47893818151215
294,"ERBB4",0.120911262074363,0.120911262074363,20,"Growth Factor Signaling",FALSE,1,0.478552165466511
295,"TIMP3",0.245325813302367,0.245325813302367,6,"Others",FALSE,1,0.477381989930325
296,"PAK6",0.229029714329419,0.229029714329419,7,"Others",FALSE,1,0.476253902255659
297,"NCKIPSD",0.433074604015591,0.433074604015591,2,"Others",FALSE,1,0.475781081881603
298,"CD14",0.20412965964011,0.20412965964011,5,"Microglia / Immune",FALSE,2,0.475476625793606
299,"VASN",0.342973397978188,0.342973397978188,3,"Others",FALSE,1,0.47546208763129
300,"CSNK1G2",-0.228339250588101,-0.228339250588101,7,"Others",FALSE,1,0.474818123268939
301,"TNFAIP3",-0.243421354584666,-0.243421354584666,6,"Others",FALSE,1,0.473676084383094
302,"PGAM1",0.330816785840761,0.330816785840761,2,"Metabolism",FALSE,1,0.47247120208905
303,"LILRA1",0.263497939303041,0.263497939303041,5,"Others",FALSE,1,0.472124927868304
304,"OLR1",0.429705250064066,0.429705250064066,2,"Others",FALSE,2,0.472079468225586
305,"JAK2",-0.120509240639444,-0.120509240639444,49,"Others",FALSE,1,0.471434921748183
306,"SQSTM1",-0.162370373161705,-0.162370373161705,17,"Others",FALSE,1,0.469310740905654
307,"CFC1",0.338127338162949,0.338127338162949,3,"Others",FALSE,1,0.468744022235775
308,"TGFBR3",0.213281366671588,0.213281366671588,8,"Others",FALSE,1,0.468627060738672
309,"BMP10",-0.212701990665491,-0.212701990665491,8,"Others",FALSE,1,0.467354041538556
310,"PRKN",0.150879406047011,0.150879406047011,21,"Others",FALSE,1,0.466374649428798
311,"IGF2R",0.289199868228513,0.289199868228513,4,"Others",FALSE,2,0.465449232197915
312,"ADAM17",0.15514682144447,0.15514682144447,19,"Others",FALSE,1,0.464778340140516
313,"PTPN1",0.126224287852503,0.126224287852503,38,"Others",FALSE,1,0.462430459786459
314,"APLP1",0.257454813802562,0.257454813802562,5,"Others",FALSE,1,0.461297100529086
315,"LRP4",0.221495901612829,0.221495901612829,7,"Others",FALSE,1,0.460587779125547
316,"NDEL1",-0.220919280018646,-0.220919280018646,7,"Others",FALSE,1,0.459388728228772
317,"DSC2",0.285424873303053,0.285424873303053,4,"Others",FALSE,1,0.459373612245633
318,"JAM3",0.235846955070579,0.235846955070579,6,"Others",FALSE,1,0.458936983495631
319,"CD226",-0.235629434520588,-0.235629434520588,6,"Others",FALSE,1,0.458513708049777
320,"SEMA4D",0.255136702875368,0.255136702875368,5,"Others",FALSE,1,0.457143603324565
321,"STAT5B",-0.173006406910551,-0.173006406910551,13,"Others",FALSE,1,0.45657382622769
322,"FOXO1",-0.134136627782672,-0.134136627782672,29,"Others",FALSE,1,0.456225147199414
323,"ATG3",-0.234418855334374,-0.234418855334374,6,"Others",FALSE,1,0.456158029725087
324,"PPM1A",0.183305212894778,0.183305212894778,11,"Others",FALSE,1,0.455496342463039
325,"INHBA",0.218772128884329,0.213795134758509,7,"Others",FALSE,3,0.45492385296381
326,"HSPA1A",0.179741973856893,0.185835423039945,6,"Tau Folding/Stability",FALSE,5,0.454690250481171
327,"TYK2",0.154365407994855,0.154365407994855,18,"Others",FALSE,1,0.454519524334981
328,"MAP4K1",0.162891560570868,0.162891560570868,15,"Others",FALSE,1,0.451631303786826
329,"EFS",-0.280594894492064,-0.280594894492064,4,"Others",FALSE,1,0.451600061230974
330,"DDR2",0.217028502706796,0.217028502706796,7,"Others",FALSE,1,0.451298084257087
331,"PRKAR1A",0.410349810607372,0.410349810607372,2,"Others",FALSE,1,0.450815344585891
332,"NPTN",0.324192372973123,0.324192372973123,3,"Others",FALSE,1,0.449426058570717
333,"SEMA4A",0.230896587972098,0.230896587972098,6,"Others",FALSE,1,0.449304013917149
334,"CCDC50",0.408879051292411,0.408879051292411,2,"Others",FALSE,1,0.449199550328801
335,"SEPTIN5",0.323267526976215,0.323267526976215,3,"Others",FALSE,1,0.448143949780299
336,"SHANK1",0.323120452487598,0.323120452487598,3,"Others",FALSE,2,0.447940061246065
337,"GRIA4",0.213729004815878,0.213729004815878,4,"Synaptic Proteins",FALSE,1,0.447178632338729
338,"FLII",0.322532349181789,0.322532349181789,3,"Others",FALSE,1,0.447124776949466
339,"NRCAM",0.179849731526723,0.179849731526723,11,"Others",FALSE,1,0.44690979383334
340,"HMGB1",-0.21461049793133,-0.21461049793133,7,"Others",FALSE,1,0.446269984679002
341,"ISG15",0.277162624412192,0.277162624412192,4,"Others",FALSE,2,0.446076035638714
342,"TSC2",-0.168971458421888,-0.168971458421888,13,"Others",FALSE,1,0.445925365844065
343,"FHIT",0.405524434039729,0.405524434039729,2,"Others",FALSE,1,0.445514126591227
344,"STAT5A",-0.148476334226081,-0.148476334226081,19,"Others",FALSE,1,0.444795346300059
345,"IL18BP",0.320847661855082,0.320847661855082,3,"Others",FALSE,1,0.444789304408201
346,"NFASC",0.274142395140065,0.274142395140065,4,"Others",FALSE,1,0.44121516414391
347,"CTNNB1",-0.112675641510543,-0.0547744421332752,49,"Others",FALSE,3,0.440789701740617
348,"CAST",0.245326512485764,0.245326512485764,5,"Others",FALSE,1,0.439566101799062
349,"PDIA3",0.272800619316719,0.272800619316719,4,"Others",FALSE,2,0.439055659263829
350,"TNFRSF14",0.272645367935054,0.272645367935054,4,"Others",FALSE,2,0.43880579180422
351,"AGRN",0.211020647649728,0.211020647649728,7,"Others",FALSE,1,0.438805100875028
352,"IGDCC4",0.225200062135688,0.225200062135688,6,"Others",FALSE,1,0.438219086477722
353,"NTN4",0.224410269795878,0.224410269795878,6,"Others",FALSE,1,0.436682221548041
354,"TNFRSF10B",0.224407537489602,0.224407537489602,6,"Others",FALSE,1,0.436676904725528
355,"CD74",-0.31491800013469,-0.31491800013469,3,"Others",FALSE,1,0.436569047801874
356,"FGFR2",-0.110261961510156,-0.110261961510156,20,"Growth Factor Signaling",FALSE,1,0.436403520598586
357,"SNCG",0.396269422830347,0.396269422830347,2,"Others",FALSE,1,0.435346457544838
358,"CSF1",0.268782682178205,0.268782682178205,4,"Others",FALSE,2,0.432589038903329
359,"FOXL2",0.180169914397007,0.180169914397007,10,"Others",FALSE,1,0.432028586033071
360,"SFN",0.240504238135078,0.240504238135078,5,"Others",FALSE,1,0.430925746068004
361,"KIRREL3",0.309690371436728,0.309690371436728,3,"Others",FALSE,1,0.42932201561586
362,"GMFB",0.309268659385671,0.309268659385671,3,"Others",FALSE,1,0.428737398577464
363,"KRT18",0.220263526685332,0.220263526685332,6,"Others",FALSE,1,0.428613032043704
364,"OPCML",0.309105640846709,0.309105640846709,3,"Others",FALSE,1,0.428511406896143
365,"FGF2",-0.17135487851074,-0.17135487851074,11,"Others",FALSE,1,0.425800877084954
366,"VAV1",-0.126449595630135,-0.126449595630135,28,"Others",FALSE,1,0.425793196068829
367,"RGMB",0.184796467333005,0.184796467333005,9,"Others",FALSE,1,0.425509590918938
368,"ELAVL1",-0.184710565799776,-0.184710565799776,9,"Others",FALSE,1,0.42531179532906
369,"IL2RG",-0.218454900653219,-0.218454900653219,6,"Others",FALSE,1,0.425093608291969
370,"LRRC4",0.263602115164386,0.263602115164386,4,"Others",FALSE,1,0.424251237943383
371,"CEBPA",-0.170540798156123,-0.170540798156123,11,"Others",FALSE,1,0.423777963398304
372,"TAX1BP1",0.385154653032797,0.385154653032797,2,"Others",FALSE,1,0.423135634859533
373,"SEMA3G",0.262700323464405,0.262700323464405,4,"Others",FALSE,1,0.422799860192315
374,"ACAN",0.235511702684248,0.235511702684248,5,"Others",FALSE,1,0.421980323398524
375,"HSPA8",0.201580654128342,0.201580654128342,4,"Tau Folding/Stability",FALSE,1,0.421761011317645
376,"PIGR",0.26175107209269,0.26175107209269,4,"Others",FALSE,1,0.421272099046246
377,"SEMA6D",0.216157939384458,0.216157939384458,6,"Others",FALSE,1,0.420623928047099
378,"CLU",0.166106862097306,0.166106862097306,6,"Metabolism",FALSE,1,0.420197737417743
379,"CLEC2L",0.302779534118371,0.302779534118371,3,"Others",FALSE,1,0.419741560810805
380,"SMOC2",0.380964315988435,0.380964315988435,2,"Others",FALSE,1,0.418532079088936
381,"ENAH",0.380529701759281,0.380529701759281,2,"Others",FALSE,1,0.418054606555957
382,"HSPG2",0.233284001877408,0.233284001877408,5,"Others",FALSE,1,0.417988819383262
383,"FADD",0.154313140525994,0.154313140525994,14,"Others",FALSE,1,0.417887731234131
384,"BMP7",0.174211303975806,0.174211303975806,10,"Others",FALSE,1,0.417740462271626
385,"TP53",-0.0948321873116789,-0.0948321873116789,80,"Others",FALSE,1,0.416735225367546
386,"SMOC1",0.598845114545336,0.598845114545336,1,"Others",FALSE,2,0.415087802739197
387,"PLK1",-0.107564684095743,-0.107564684095743,46,"Others",FALSE,1,0.414139910499926
388,"CNTN4",0.298097051096493,0.298097051096493,3,"Others",FALSE,1,0.413250261001536
389,"EIF2S2",-0.256464922851164,-0.256464922851164,4,"Others",FALSE,1,0.412764370046149
390,"COL18A1",0.198261955613907,0.198261955613907,7,"Others",FALSE,1,0.412274146638242
391,"GFRA2",0.29708036129294,0.29708036129294,3,"Others",FALSE,1,0.411840829659863
392,"JAM2",0.296168467709492,0.296168467709492,3,"Others",FALSE,1,0.410576676727187
393,"CD274",0.196984571365808,0.196984571365808,7,"Others",FALSE,1,0.409617900768058
394,"NEGR1",0.196784718366923,0.196784718366923,7,"Others",FALSE,2,0.409202318139947
395,"DLL4",0.196746331079543,0.196746331079543,7,"Others",FALSE,1,0.409122494019896
396,"APLP2",0.210163313088239,0.210163313088239,6,"Others",FALSE,2,0.408958923897494
397,"TRIM9",0.294914452694244,0.294914452694244,3,"Others",FALSE,1,0.408838242782789
398,"PDLIM4",0.371878312597335,0.371878312597335,2,"Others",FALSE,1,0.408550084108593
399,"EDA2R",0.294252672589487,0.294252672589487,3,"Others",FALSE,1,0.407920820755263
400,"CTNNA1",0.293855530297955,0.293855530297955,3,"Others",FALSE,1,0.40737026463595
401,"VAV3",-0.169567868280265,-0.169567868280265,10,"Others",FALSE,1,0.406605989767743
402,"BAMBI",0.20808844530813,0.20808844530813,6,"Others",FALSE,2,0.404921417626232
403,"ACVR2B",-0.153414319872832,-0.153414319872832,13,"Others",FALSE,1,0.404869185328337
404,"ALDOA",0.448195426670003,0.448195426670003,1,"Metabolism",FALSE,1,0.403865015237027
405,"LRFN5",0.207236766732131,0.207236766732131,6,"Others",FALSE,1,0.403264127641463
406,"LRIG1",0.168050719145831,0.168050719145831,10,"Others",FALSE,1,0.402968025030156
407,"GRN",0.224226628614448,0.224226628614448,5,"Others",FALSE,1,0.40176018507302
408,"DUSP26",0.224128883487197,0.224128883487197,5,"Others",FALSE,1,0.401585049315697
409,"HOMER1",0.4450508710239,0.4450508710239,1,"Synaptic Proteins",FALSE,1,0.401031483392754
410,"NUDC",0.36427263111523,0.36427263111523,2,"Others",FALSE,1,0.400194388968657
411,"NECTIN1",0.288642263312647,0.288642263312647,3,"Others",FALSE,1,0.400143142011205
412,"MAP3K3",-0.192324557660403,-0.192324557660403,7,"Others",FALSE,1,0.399927674684242
413,"CTF1",0.36400101235221,0.36400101235221,2,"Others",FALSE,1,0.39989598525777
414,"SOD2",0.288229611024289,0.288229611024289,3,"Others",FALSE,1,0.399571084470752
415,"C1QL2",0.288181458454694,0.288181458454694,3,"Others",FALSE,1,0.399504330835048
416,"NOG",0.221058469752046,0.221058469752046,5,"Others",FALSE,2,0.396083606431291
417,"MMP9",0.159207641639262,0.159207641639262,11,"Others",FALSE,1,0.395616127406468
418,"IGFBPL1",0.190080076035199,0.190080076035199,7,"Others",FALSE,1,0.395260406353254
419,"NRG1",0.19004930066995,0.19004930066995,7,"Others",FALSE,1,0.395196410780294
420,"IGFBP7",-0.158879996548117,-0.158879996548117,11,"Others",FALSE,1,0.394801959940711
421,"CD248",0.284274328872134,0.284274328872134,3,"Others",FALSE,1,0.394087899126581
422,"LILRB2",0.158225285079973,0.158225285079973,11,"Others",FALSE,2,0.393175063059827
423,"FNBP1",-0.244228614505211,-0.244228614505211,4,"Others",FALSE,1,0.393070791485939
424,"STAP1",-0.201642008196163,-0.201642008196163,6,"Others",FALSE,1,0.392377230224808
425,"PRTG",0.178553629778821,0.178553629778821,8,"Others",FALSE,1,0.392322423722619
426,"AGAP2",0.282997258619716,0.282997258619716,3,"Others",FALSE,1,0.392317503836899
427,"ITGAM",0.104346556208958,0.104346556208958,17,"Microglia / Immune",FALSE,1,0.392080440830124
428,"CD93",0.170210550539396,0.170210550539396,9,"Others",FALSE,1,0.391924276342322
429,"GSTP1",0.218181080630379,0.218181080630379,5,"Others",FALSE,2,0.390928017225892
430,"NLGN4X",0.200891516953262,0.200891516953262,6,"Others",FALSE,1,0.390916841698471
431,"LDHA",0.216839093701927,0.216839093701927,3,"Metabolism",FALSE,2,0.390783656730127
432,"LRP1",0.108039677664648,0.068113752313627,36,"Others",FALSE,3,0.390122407355586
433,"JUND",0.199318475886874,0.199318475886874,6,"Others",FALSE,1,0.387855845122506
434,"HSP90B1",0.199046383668284,0.199046383668284,6,"Others",FALSE,1,0.387326378112872
435,"BAG2",0.214631010558169,0.214631010558169,3,"Tau Folding/Stability",FALSE,1,0.386804287555729
436,"RPA2",-0.214878769604388,-0.214878769604388,5,"Others",FALSE,1,0.385011070174736
437,"PRKAR1B",0.349522366679685,0.349522366679685,2,"Others",FALSE,1,0.383989567198663
438,"KLHL2",0.349446639936263,0.349446639936263,2,"Others",FALSE,1,0.383906372867759
439,"MCL1",0.183170746802802,0.183170746802802,7,"Others",FALSE,1,0.380892860122265
440,"MUC1",0.148354498980863,0.148354498980863,12,"Others",FALSE,2,0.380521776837494
441,"PPM1F",0.236260786678547,0.236260786678547,4,"Others",FALSE,1,0.380247067301959
442,"RSPO3",0.274125874879226,0.274125874879226,3,"Others",FALSE,2,0.380019154582127
443,"MAD1L1",-0.235733909099481,-0.235733909099481,4,"Others",FALSE,1,0.379399090550999
444,"CALR",-0.194648958356886,-0.194648958356886,6,"Others",FALSE,1,0.37876938356971
445,"GRK5",-0.164479024389987,-0.164479024389987,9,"Others",FALSE,1,0.378726949670588
446,"CLSTN2",0.235156534766064,0.235156534766064,4,"Others",FALSE,1,0.37846984240913
447,"SUMO2",0.344241808960217,0.344241808960217,2,"Others",FALSE,1,0.378188281597034
448,"AHSA1",0.343179819602759,0.343179819602759,2,"Others",FALSE,1,0.377021567038496
449,"SLBP",-0.210300134555172,-0.210300134555172,5,"Others",FALSE,1,0.376807257469164
450,"CNTN2",0.15697730372416,0.15697730372416,10,"Others",FALSE,1,0.376415134536797
451,"FCGR3B",0.233482891815301,0.233482891815301,4,"Others",FALSE,1,0.375776217992295
452,"NECTIN2",0.233171897592907,0.233171897592907,4,"Others",FALSE,1,0.375275692100226
453,"TJP1",0.170638118581824,0.170638118581824,8,"Others",FALSE,1,0.374930267978395
454,"VASP",0.192540581520807,0.192540581520807,6,"Others",FALSE,1,0.37466667168635
455,"OTULIN",0.340425700436759,0.340425700436759,2,"Others",FALSE,1,0.373995857878272
456,"ATG7",-0.191829099704304,-0.191829099704304,6,"Others",FALSE,1,0.373282191998749
457,"SNCA",0.102761963254142,0.102761963254142,15,"Synaptic Proteins",FALSE,1,0.37039165851175
458,"LASP1",0.20647496216404,0.20647496216404,5,"Others",FALSE,1,0.369953468615922
459,"TNFSF12",0.333963053954506,0.333963053954506,2,"Others",FALSE,1,0.366895915035551
460,"GRK2",-0.126856763963779,-0.126856763963779,17,"Others",FALSE,1,0.366663207859007
461,"HDAC6",-0.159101757797888,-0.159101757797888,9,"Others",FALSE,1,0.366345335774566
462,"LRP5",-0.138606131700202,-0.138606131700202,13,"Others",FALSE,1,0.365789527793036
463,"SIGLEC5",0.203976471976916,0.20148332202559,5,"Others",FALSE,3,0.365476775164371
464,"YY1",-0.146973792011069,-0.146973792011069,11,"Others",FALSE,1,0.365216153112864
465,"ILK",-0.158558802534492,-0.158558802534492,9,"Others",FALSE,1,0.365095135078908
466,"WAS",0.226487767024648,0.226487767024648,4,"Others",FALSE,1,0.36451799895201
467,"CD68",0.201439313970511,0.201439313970511,3,"Microglia / Immune",FALSE,2,0.363030440584732
468,"S100A9",-0.157529672207708,-0.157529672207708,9,"Others",FALSE,2,0.362725474929707
469,"ATXN3",0.330161860007893,0.330161860007893,2,"Others",FALSE,1,0.362719876654191
470,"ACVRL1",-0.157521263746598,-0.157521263746598,9,"Others",FALSE,1,0.362706113732499
471,"ELAVL2",0.522618799628637,0.522618799628637,1,"Others",FALSE,1,0.362251747470213
472,"PPP2R5A",0.16884614536045,0.16884614536045,2,"Tau Phosphatases",TRUE,1,0.361718077865104
473,"ABL2",0.1153850597292,0.1153850597292,7,"Others",TRUE,1,0.359904729735161
474,"PPP1R14A",0.172087976998593,0.172087976998593,7,"Others",FALSE,1,0.357846888194519
475,"MBL2",-0.199710920295337,-0.199710920295337,5,"Others",FALSE,1,0.35783393254742
476,"AKT1S1",0.222017586025813,0.222017586025813,4,"Others",FALSE,1,0.357323520177043
477,"PECAM1",-0.155052901768316,-0.155052901768316,9,"Others",FALSE,1,0.357022500237194
478,"ELK1",-0.183282056308199,-0.183282056308199,6,"Others",FALSE,1,0.356650413509852
479,"ELK4",0.257004822081632,0.257004822081632,3,"Others",FALSE,1,0.356284335632387
480,"PRC1",-0.221214201227797,-0.221214201227797,4,"Others",FALSE,1,0.356030522224842
481,"FCGRT",0.198577082780256,0.198577082780256,5,"Others",FALSE,1,0.355802368443207
482,"PLXNB3",0.182820930850004,0.182820930850004,6,"Others",FALSE,1,0.355753104800763
483,"TKT",0.323330571285767,0.323330571285767,2,"Others",FALSE,1,0.355214938916624
484,"NR3C2",0.181970569535538,0.181970569535538,6,"Others",FALSE,1,0.354098378088579
485,"BDNF",-0.196071518552816,-0.196071518552816,3,"Synaptic Proteins",FALSE,1,0.353356692709778
486,"TCF4",-0.19715423894362,-0.19715423894362,5,"Others",FALSE,1,0.353252974525682
487,"TXNRD1",0.509339006963725,0.509339006963725,1,"Others",FALSE,1,0.353046896626109
488,"BIRC2",0.196719383349102,0.196719383349102,5,"Others",FALSE,1,0.352473817896458
489,"ITGA6",0.112346018341828,0.112346018341828,22,"Others",FALSE,1,0.352260290693472
490,"GDF9",-0.180746053604093,-0.180746053604093,6,"Others",FALSE,1,0.3517155801099
491,"PLXNC1",0.253684720775361,0.253684720775361,3,"Others",FALSE,1,0.351681697913157
492,"BMPR1A",0.121619150380607,0.121619150380607,17,"Others",FALSE,1,0.351524557479433
493,"LILRB1",0.195806409561298,0.195806409561298,5,"Others",FALSE,1,0.350837988467002
494,"PRKAR2B",0.31739408831585,0.31739408831585,2,"Others",FALSE,1,0.348693045774404
495,"PALM",0.316763219696184,0.316763219696184,2,"Others",FALSE,1,0.347999965756304
496,"NLGN3",0.135396591796693,0.135396591796693,12,"Others",FALSE,2,0.347285401131409
497,"NGF",0.128438813054457,0.128438813054457,7,"Synaptic Proteins",FALSE,1,0.347205304458335
498,"GPC5",0.315220500793363,0.315220500793363,2,"Others",FALSE,1,0.346305115811704
499,"VCP",-0.192172673076318,-0.192172673076318,5,"Others",FALSE,1,0.34432720671136
500,"PCSK7",0.17675293000072,0.17675293000072,6,"Others",FALSE,1,0.343945320363665
501,"UBE2D2",0.312616368856282,0.312616368856282,2,"Others",FALSE,1,0.343444184464314
502,"B2M",-0.156150597676021,-0.156150597676021,8,"Others",FALSE,1,0.343097930979494
503,"VSIR",0.191429979356937,0.191429979356937,5,"Others",FALSE,2,0.342996478206923
504,"RBP1",0.311863096973952,0.311863096973952,2,"Others",FALSE,2,0.342616630717678
505,"MIF",0.247057260698685,0.247057260698685,3,"Others",FALSE,2,0.342494087380313
506,"NETO2",0.246926705696892,0.246926705696892,3,"Others",FALSE,1,0.342313099717512
507,"BMPR1B",-0.11610536298149,-0.11610536298149,18,"Others",FALSE,1,0.341865156452967
508,"NR3C1",-0.113987028881081,-0.113987028881081,19,"Others",FALSE,1,0.341474621185584
509,"PDE1B",0.492570960187336,0.492570960187336,1,"Others",FALSE,1,0.341424172279557
510,"IGSF11",0.246281834099981,0.246281834099981,3,"Others",FALSE,1,0.341419117859068
511,"FLT4",0.12929455996645,0.12929455996645,13,"Others",FALSE,2,0.34121575615884
512,"VSIG4",0.309976640397591,0.309976640397591,2,"Others",FALSE,1,0.340544146340849
513,"GPR37",0.245624407752095,0.245624407752095,3,"Others",FALSE,1,0.340507731420142
514,"PGR",0.189935217935994,0.189935217935994,5,"Others",FALSE,1,0.340318225276712
