"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X18910.45",491,0.631536676806292,5.23199391991848e-56,2.34936650057878e-54,TRUE,TRUE,"Positive","LIN7A","Protein lin-7 homolog A","LIN7A","O14910"
"X13960.15",495,0.628969928925001,7.09990899455908e-56,3.1678256373813e-54,TRUE,TRUE,"Positive","AGAP3","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3","AGAP3","Q96P47"
"X12458.79",495,0.628388247053132,9.57454453384102e-56,4.2449167379466e-54,TRUE,TRUE,"Positive","CHP1","Calcineurin B homologous protein 1","CHP1","Q99653"
"X19238.12",493,0.62875081961865,1.31692025015338e-55,5.80190336624177e-54,TRUE,TRUE,"Positive","GLUL","Glutamine synthetase","GLNA","P15104"
"X24938.7",495,0.627121494854876,1.83222430199551e-55,8.02170702217409e-54,TRUE,TRUE,"Positive","AP2B1","AP-2 complex subunit beta-1","AP2B1","P63010"
"X11493.169",491,0.626989581825892,5.34318520308782e-55,2.3247833756292e-53,TRUE,TRUE,"Positive","DYNLL2","Dynein light chain 2, cytoplasmic","DYL2","Q96FJ2"
"X5110.84",495,0.624278542403953,7.77747024599156e-55,3.36303574525746e-53,TRUE,TRUE,"Positive","NRXN1","Neurexin-1-beta","NRX1B","P58400"
"X11926.23",494,0.62400396753702,1.14468819568365e-54,4.91935019065272e-53,TRUE,TRUE,"Positive","AAGAB","Alpha- and gamma-adaptin-binding protein p34","P34","Q6PD74"
"X18235.16",492,0.624688206528991,1.33148800073903e-54,5.68723990559566e-53,TRUE,TRUE,"Positive","PGP","Glycerol-3-phosphate phosphatase","PGP","A6NDG6"
"X5496.49",491,0.624232849348494,2.14535254623699e-54,9.10799671902431e-53,TRUE,TRUE,"Positive","SPON1","Spondin-1","Spondin-1","Q9HCB6"
"X10418.36",495,0.622226830035725,2.18747418150782e-54,9.23087749485679e-53,TRUE,TRUE,"Positive","STX12","Syntaxin-12","STX12","Q86Y82"
"X9171.11",495,0.621171527642285,3.71230745050236e-54,1.55716848447719e-52,TRUE,TRUE,"Positive","CSRP3","Cysteine and glycine-rich protein 3","CSRP3","P50461"
"X3636.37",495,0.620524508771294,5.12912764661874e-54,2.13866304550978e-52,TRUE,TRUE,"Positive","OLR1","Oxidized low-density lipoprotein receptor 1","OLR1","P78380"
"X22059.56",494,0.619536058052148,1.0702491957148e-53,4.43615125206045e-52,TRUE,TRUE,"Positive","PALMD","Palmdelphin","PALMD","Q9NP74"
"X3397.7",495,0.618923168955562,1.13793647123809e-53,4.68896763589579e-52,TRUE,TRUE,"Positive","PTPN11","Tyrosine-protein phosphatase non-receptor type 11","SHP-2","Q06124"
"X22049.24",492,0.620186354617197,1.26154561098394e-53,5.16791052920613e-52,TRUE,TRUE,"Positive","YWHAH","14-3-3 protein eta","14-3-3 eta","Q04917"
"X5464.52",495,0.61859067360148,1.34191543194511e-53,5.46518465161367e-52,TRUE,TRUE,"Positive","GRB2","Growth factor receptor-bound protein 2","GRB2 adapter protein","P62993"
"X7167.102",494,0.618268088678464,2.00516054002014e-53,8.11916160857864e-52,TRUE,TRUE,"Positive","VAPA","Vesicle-associated membrane protein-associated protein A","VAPA","Q9P0L0"
"X21351.8",494,0.618176195463956,2.09827058074923e-53,8.44734794146457e-52,TRUE,TRUE,"Positive","GARS1","Glycyl t-RNA synthetase","Glycyl t-RNA synthetase","P41250"
"X13256.21",493,0.617881938021538,3.08891637310479e-53,1.23644909677709e-51,TRUE,TRUE,"Positive","SHANK1","SH3 and multiple ankyrin repeat domains protein 1","SHAN1","Q9Y566"
"X10339.48",494,0.61614112803179,5.71142482463693e-53,2.27321198276032e-51,TRUE,TRUE,"Positive","ENO2","Gamma-enolase","NSE","P09104"
"X7893.19",495,0.615617430464642,5.81106326641532e-53,2.29980215713216e-51,TRUE,TRUE,"Positive","OLR1","Oxidized low-density lipoprotein receptor 1","OLR1","P78380"
"X13491.40",492,0.616426071331819,8.02634814023305e-53,3.1586836360861e-51,TRUE,TRUE,"Positive","PDE6D","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta","PDE6D","O43924"
"X5019.16",495,0.614723734602588,9.00032446130856e-53,3.52219401404841e-51,TRUE,TRUE,"Positive","UCHL1","Ubiquitin carboxyl-terminal hydrolase isozyme L1","PGP9.5","P09936"
"X25488.6",495,0.614592847487166,9.59475921188273e-53,3.73396045995769e-51,TRUE,TRUE,"Positive","PLEKHO2","Pleckstrin homology domain-containing family O member 2","PKHO2","Q8TD55"
"X2647.66",495,0.613396963688791,1.71875290234082e-52,6.65185860823063e-51,TRUE,TRUE,"Positive","GDI2","Rab GDP dissociation inhibitor beta","Rab GDP dissociation inhibitor beta","P50395"
"X19112.2",487,0.615728473201396,3.73339872703919e-52,1.42915035959101e-50,TRUE,TRUE,"Positive","TCEAL3","Transcription elongation factor A protein-like 3","TCAL3","Q969E4"
"X19630.2",495,0.611797613599762,3.73354055396366e-52,1.42915035959101e-50,TRUE,TRUE,"Positive","SNCG","Gamma-synuclein","g-Synuclein","O76070"
"X16621.77",491,0.61255367336423,6.65884718567594e-52,2.53506655085108e-50,TRUE,TRUE,"Positive","NAXE","NAD(P)H-hydrate epimerase","AIBP","Q8NCW5"
"X21133.33",495,0.61031048188902,7.65009060289831e-52,2.89669646882717e-50,TRUE,TRUE,"Positive","CMC4","Cx9C motif-containing protein 4","CMC4","P56277"
"X11161.5",495,0.610247905502025,7.88387568579252e-52,2.96916931069767e-50,TRUE,TRUE,"Positive","SPART","Spartin","SPG20","Q8N0X7"
"X6378.2",495,0.608345502429444,1.96242659912608e-51,7.35122905180653e-50,TRUE,TRUE,"Positive","C5orf38","Protein CEI","CEI","Q86SI9"
"X12479.50",492,0.6079936291309,4.65268827953151e-51,1.73362135096374e-49,TRUE,TRUE,"Positive","PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit","KAP1","P31321"
"X8053.16",493,0.607444035557072,4.79038274142096e-51,1.77548312717745e-49,TRUE,TRUE,"Positive","DNAJB14","DnaJ homolog subfamily B member 14:Cytoplasmic domain","DJB14:CD","Q8TBM8"
"X19229.92",487,0.610173506334021,5.30674325219802e-51,1.95651244640248e-49,TRUE,TRUE,"Positive","HOMER1","Homer protein homolog 1","HOME1","Q86YM7"
"X18226.148",494,0.606239785331407,6.72940296882173e-51,2.46803496317258e-49,TRUE,TRUE,"Positive","COX5A","Cytochrome c oxidase subunit 5A, mitochondrial","COX5A","P20674"
"X4306.4",494,0.604234201179673,1.73260549492848e-50,6.32130286040313e-49,TRUE,TRUE,"Positive","TKT","Transketolase","Transketolase","P29401"
"X16606.85",494,0.603342189012783,2.63293035008232e-50,9.55630937944387e-49,TRUE,TRUE,"Positive","AKR1B1","Aldose reductase","Aldose reductase","P15121"
"X6502.50",495,0.602711616119759,2.81910210683537e-50,1.01792836383411e-48,TRUE,TRUE,"Positive","CRIM1","Cysteine-rich motor neuron 1 protein:Extracellular domain","CRIM1:ECD","Q9NZV1"
"X19176.27",494,0.602804233465398,3.38661824262766e-50,1.21657747639009e-48,TRUE,TRUE,"Positive","CYRIB","Protein FAM49B","FA49B","Q9NUQ9"
"X3897.61",491,0.601177732852142,1.42083093855449e-49,5.07802077784397e-48,TRUE,TRUE,"Positive","PDXP","Pyridoxal phosphate phosphatase","PLPP","Q96GD0"
"X23649.6",494,0.599288618649935,1.73437477049123e-49,6.16715495801578e-48,TRUE,TRUE,"Positive","KLHL2","Kelch-like protein 2","KLHL2","O95198"
"X10085.25",486,0.601834123664328,3.24487999849498e-49,1.14799921158875e-47,TRUE,TRUE,"Positive","STAR","Steroidogenic acute regulatory protein, mitochondrial","STAR","P49675"
"X21475.137",495,0.596405213036226,5.23047182208335e-49,1.84117864892934e-47,TRUE,TRUE,"Positive","TXNL1","Thioredoxin-like protein 1","TXNL1","O43396"
"X18312.68",495,0.596368559662581,5.3190143277698e-49,1.86298476830137e-47,TRUE,TRUE,"Positive","NDRG3","Protein NDRG3","NDRG3","Q9UGV2"
"X13963.7",490,0.597438890121963,9.86535669623813e-49,3.43815043070388e-47,TRUE,TRUE,"Positive","TOLLIP","Toll-interacting protein","tollip","Q9H0E2"
"X7952.2",493,0.595859542983663,1.04309850838709e-48,3.61727972834237e-47,TRUE,TRUE,"Positive","VTI1A","Vesicle transport through interaction with t-SNAREs homolog 1A","VTI1A","Q96AJ9"
"X7934.11",495,0.594716900020865,1.13076602091578e-48,3.9019783135542e-47,TRUE,TRUE,"Positive","NDRG4","Protein NDRG4","NDRG4","Q9ULP0"
"X21736.60",493,0.595624049398358,1.16110050441151e-48,3.98701423206011e-47,TRUE,TRUE,"Positive","HS2ST1","Heparan sulfate 2-O-sulfotransferase 1","HS2ST","Q7LGA3"
"X19233.75",495,0.594020357220277,1.55216277581113e-48,5.30385377783267e-47,TRUE,TRUE,"Positive","ATOX1","Copper transport protein ATOX1","ATOX1","O00244"
"X2625.53",493,0.594880669021607,1.62758815830711e-48,5.53458982958316e-47,TRUE,TRUE,"Positive","HSP90AA1","Hsp90alpha","HSP 90a","P07900"
"X22009.1",494,0.593570333386159,2.36807781739873e-48,8.01371261395079e-47,TRUE,TRUE,"Positive","PPM1B","Protein phosphatase 1B","PPM1B","O75688"
"X12880.1",493,0.593976045996112,2.45199269953928e-48,8.25779272128492e-47,TRUE,TRUE,"Positive","SV2A","Synaptic vesicle glycoprotein 2A","SV2A","Q7L0J3"
"X12812.25",493,0.592858344813244,4.06104540981643e-48,1.36113029166335e-46,TRUE,TRUE,"Positive","ACYP2","Acylphosphatase-2","ACYP2","P14621"
"X17332.3",494,0.591860258915641,5.12274905697356e-48,1.70880272114761e-46,TRUE,TRUE,"Positive","ADPRS","Poly(ADP-ribose) glycohydrolase ARH3","ARHL2","Q9NX46"
"X2514.65",495,0.591352068312387,5.18589434491451e-48,1.72166776711498e-46,TRUE,TRUE,"Positive","EFNB3","Ephrin-B3:Extracellular domain","Ephrin-B3:ECD","Q15768"
"X9261.14",495,0.590195770507961,8.71639733525917e-48,2.88011147799483e-46,TRUE,TRUE,"Positive","EPHB6","Ephrin type-B receptor 6","EphB6","O15197"
"X3392.68",494,0.590503328246596,9.41862190005227e-48,3.09753269529888e-46,TRUE,TRUE,"Positive","AKT3","Protein kinase B gamma","PKB gamma","Q9Y243"
"X12399.194",489,0.591306902336015,1.93567460556892e-47,6.33616851028517e-46,TRUE,TRUE,"Positive","CCDC50","Coiled-coil domain-containing protein 50","CCD50","Q8IVM0"
"X22579.93",495,0.588142273914771,2.18071112308855e-47,7.10506112429548e-46,TRUE,TRUE,"Positive","NRXN1","Neurexin-1-beta","NRX1B","P58400"
"X23903.3",490,0.588259484343552,6.01553950927416e-47,1.95087288252155e-45,TRUE,TRUE,"Positive","GOT2","Aspartate aminotransferase, mitochondrial","GOT2","P00505"
"X5939.42",495,0.585081850822006,8.45068644276552e-47,2.7279750475379e-45,TRUE,TRUE,"Positive","TNFSF12","Tumor necrosis factor ligand superfamily member 12","TWEAK","O43508"
"X7194.36",495,0.584924737417798,9.0557611295657e-47,2.90989021617467e-45,TRUE,TRUE,"Positive","NPTN","Neuroplastin","NPTN","Q9Y639"
"X18233.10",490,0.58663813623045,1.2265588527146e-46,3.92330811108025e-45,TRUE,TRUE,"Positive","GOT2","Aspartate aminotransferase, mitochondrial","GOT2","P00505"
"X20586.18",495,0.58373995644725,1.52361557435722e-46,4.85133049926016e-45,TRUE,TRUE,"Positive","CNTN3","Contactin-3","CNTN3","Q9P232"
"X21600.10",495,0.583447066074012,1.73216749550007e-46,5.49042231039727e-45,TRUE,TRUE,"Positive","CTNNBIP1","Beta-catenin-interacting protein 1","CNBP1","Q9NSA3"
"X23387.18",484,0.587453221614935,3.07254602717493e-46,9.69512834250469e-45,TRUE,TRUE,"Positive","TIPRL","TIP41-like protein","TIPRL","O75663"
"X9816.37",490,0.584230065830176,3.50779986428675e-46,1.1018895986246e-44,TRUE,TRUE,"Positive","ISOC1","Isochorismatase domain-containing protein 1","ISOC1","Q96CN7"
"X9296.15",495,0.58126021762367,4.49571135908314e-46,1.40591330671328e-44,TRUE,TRUE,"Positive","PTPRD","Receptor-type tyrosine-protein phosphatase delta","PTPRD","P23468"
"X24255.38",495,0.580546912634806,6.12673015576237e-46,1.90745532182735e-44,TRUE,TRUE,"Positive","EPN1","Epsin-1","EPN1","Q9Y6I3"
"X12831.21",493,0.581044157066655,7.46990632549045e-46,2.31534043407348e-44,TRUE,TRUE,"Positive","TESC","Calcineurin B homologous protein 3","TESC","Q96BS2"
"X10981.56",493,0.580205543452768,1.07292947707595e-45,3.31095638190176e-44,TRUE,TRUE,"Positive","NRG3","Pro-neuregulin-3, membrane-bound isoform","NRG3","P56975"
"X16803.4",487,0.582907908926525,1.1635188028323e-45,3.57475842712292e-44,TRUE,TRUE,"Positive","CALB2","Calretinin","CALB2","P22676"
"X20960.47",494,0.579297104451354,1.29178315931314e-45,3.95150263361945e-44,TRUE,TRUE,"Positive","FUBP1","Far upstream element-binding protein 1","FUBP1","Q96AE4"
"X19523.215",495,0.57870234581101,1.35933665365673e-45,4.14006663428931e-44,TRUE,TRUE,"Positive","PARK7","Protein DJ-1","PARK7","Q99497"
"X13044.5",487,0.582105049351783,1.64233867338347e-45,4.98033870435118e-44,TRUE,TRUE,"Positive","TSG101","Tumor susceptibility gene 101 protein","TS101","Q99816"
"X7975.97",494,0.57773494134463,2.5269197596515e-45,7.62977280877534e-44,TRUE,TRUE,"Positive","UNC5A","Netrin receptor UNC5A","UNC5A","Q6ZN44"
"X10945.11",494,0.577240680839413,3.1222188232751e-45,9.3867565910052e-44,TRUE,TRUE,"Positive","STX6","Syntaxin-6","Syntaxin-6","O43752"
"X11365.17",490,0.578992689663238,3.3459150254944e-45,1.00162969032428e-43,TRUE,TRUE,"Positive","TENM4","Teneurin-4","TEN4","Q6N022"
"X9249.17",494,0.576840853977913,3.70397311739013e-45,1.10409922073693e-43,TRUE,TRUE,"Positive","TMEM9","Transmembrane protein 9:Extracellular domain","TMEM9:ECD","Q9P0T7"
"X5008.51",495,0.576324992109837,3.76841768236508e-45,1.11854940105794e-43,TRUE,TRUE,"Positive","SOD2","Superoxide dismutase [Mn], mitochondrial","Mn SOD","P04179"
"X20941.7",495,0.576077058311613,4.18922373690173e-45,1.23820726907159e-43,TRUE,TRUE,"Positive","UBL3","Ubiquitin-like protein 3","UBL3","O95164"
"X5475.10",494,0.576515466564262,4.2558043699624e-45,1.25260124418431e-43,TRUE,TRUE,"Positive","PRKCB","Protein kinase C beta type (splice variant beta-II)","PKC-B-II","P05771"
"X16907.3",495,0.575966758449378,4.39110610796637e-45,1.28701666469893e-43,TRUE,TRUE,"Positive","CADM2","Cell adhesion molecule 2","Nectin-like protein 3","Q8N3J6"
"X13113.7",494,0.576223887529111,4.81916086955626e-45,1.40659257880173e-43,TRUE,TRUE,"Positive","SPP1","Osteopontin","Osteopontin","P10451"
"X12620.3",492,0.576278512892411,7.06356667652865e-45,2.0531238410408e-43,TRUE,TRUE,"Positive","SEPTIN11","Septin-11","Septin-11","Q9NVA2"
"X19239.5",495,0.57482032316828,7.15432810146448e-45,2.07091191532061e-43,TRUE,TRUE,"Positive","ARF1","ADP-ribosylation factor 1","ARF1","P84077"
"X7139.14",494,0.574168541400129,1.15349232759887e-44,3.32519084560908e-43,TRUE,TRUE,"Positive","SLITRK4","SLIT and NTRK-like protein 4","SLIK4","Q8IW52"
"X3294.55",493,0.574564500085561,1.19300281071314e-44,3.42499372501867e-43,TRUE,TRUE,"Positive","CFC1","Cryptic protein","CFC1","P0CG37"
"X4557.61",494,0.573413181651757,1.58725134791158e-44,4.53824313964106e-43,TRUE,TRUE,"Positive","KIRREL3","Kin of IRRE-like protein 3","KIRR3","Q8IZU9"
"X6507.16",495,0.572468159613008,1.93605832232663e-44,5.51304412516182e-43,TRUE,TRUE,"Positive","NCAM2","Neural cell adhesion molecule 2","NCAM2","O15394"
"X9038.12",494,0.571977196401221,2.90538099559238e-44,8.23975460490874e-43,TRUE,TRUE,"Positive","JTB","Protein JTB","JTB","O76095"
"X22088.3",495,0.571309639480014,3.152002473015e-44,8.90313601752826e-43,TRUE,TRUE,"Positive","BTG1","Protein BTG1","BTG1","P62324"
"X22588.35",495,0.57119852743021,3.30250299887697e-44,9.29077650888882e-43,TRUE,TRUE,"Positive","ADGRB2","Adhesion G protein-coupled receptor B2","AGRB2","O60241"
"X22381.1",494,0.571206754508146,4.01365324391844e-44,1.12462563894595e-42,TRUE,TRUE,"Positive","LACTB2","Endoribonuclease LACTB2","LACB2","Q53H82"
"X12486.8",488,0.573746652271521,4.59536988835475e-44,1.28249267202889e-42,TRUE,TRUE,"Positive","GLRX2","Glutaredoxin-2, mitochondrial","GLRX2","Q9NS18"
"X7898.29",494,0.570408357752402,5.60503619710023e-44,1.55806660955108e-42,TRUE,TRUE,"Positive","MDM1","Nuclear protein MDM1","MDM1","Q8TC05"
"X10613.33",495,0.568467580333528,1.03348530369531e-43,2.86148796536982e-42,TRUE,TRUE,"Positive","GOLM2","Protein CASC4","CASC4","Q6P4E1"
"X22045.8",489,0.571130366680027,1.117603132374e-43,3.08220863869287e-42,TRUE,TRUE,"Positive","SUMO4","Small ubiquitin-related modifier 4","SUMO4","Q6EEV6"
"X11572.4",495,0.567606043564663,1.47791954107845e-43,4.04587634609354e-42,TRUE,TRUE,"Positive","DNM2","Dynamin-2","DYN2","P50570"
"X15398.2",491,0.569499895185749,1.4785786503925e-43,4.04587634609354e-42,TRUE,TRUE,"Positive","GFER","FAD-linked sulfhydryl oxidase ALR","HERV1","P55789"
"X18236.3",494,0.56787227365311,1.60942291988935e-43,4.38677336724704e-42,TRUE,TRUE,"Positive","LGALSL","Galectin-related protein","LEGL","Q3ZCW2"
"X15641.20",495,0.567205675184961,1.74456473816245e-43,4.73669612047594e-42,TRUE,TRUE,"Positive","TMEFF1","Tomoregulin-1","TEFF1","Q8IYR6"
"X25219.17",494,0.567476925068263,1.89550433018033e-43,5.12664395093174e-42,TRUE,TRUE,"Positive","ATP6V1F","V-type proton ATPase subunit F","VATF","Q16864"
"X2658.27",495,0.5669672460467,1.92548308800921e-43,5.1876957813479e-42,TRUE,TRUE,"Positive","NTRK3","NT-3 growth factor receptor","TrkC","Q16288"
"X4230.1",493,0.567406078368671,2.37276311377665e-43,6.36827801226261e-42,TRUE,TRUE,"Positive","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2","IF4G2","P78344"
"X9259.35",493,0.567168857665364,2.61665649062557e-43,6.99606057894356e-42,TRUE,TRUE,"Positive","TNFRSF21","Tumor necrosis factor receptor superfamily member 21","DR6","O75509"
"X15622.13",495,0.56554243843291,3.46651845521641e-43,9.23306531512965e-42,TRUE,TRUE,"Positive","OPCML","Opioid-binding protein/cell adhesion molecule","OBCAM","Q14982"
"X7995.16",493,0.566419872352701,3.56191598842435e-43,9.45122026473962e-42,TRUE,TRUE,"Positive","None","von Willebrand factor C domain-containing protein 2-like","VWC2L","B2RUY7"
"X8887.21",495,0.56474094763535,4.81939241948807e-43,1.27395637352883e-41,TRUE,TRUE,"Positive","NUDC","Nuclear migration protein nudC:CS domain","NUDC:CS","Q9Y266"
"X5609.92",495,0.564545231483034,5.22247378397968e-43,1.37531687431495e-41,TRUE,TRUE,"Positive","TAFA5","Protein FAM19A5","F19A5","Q7Z5A7"
"X11649.3",490,0.566177701386721,7.0470203955602e-43,1.848853103779e-41,TRUE,TRUE,"Positive","SMAP1","Stromal membrane-associated protein 1","SMAP1","Q8IYB5"
"X2652.15",494,0.563387997180201,1.01629526083167e-42,2.65639862019621e-41,TRUE,TRUE,"Positive","PLAUR","Urokinase plasminogen activator surface receptor","suPAR","Q03405"
"X3630.27",495,0.560732883256447,2.47039220756759e-42,6.43312171524571e-41,TRUE,TRUE,"Positive","CADM3","Cell adhesion molecule 3","Nectin-like protein 1","Q8N126"
"X7761.125",493,0.561658077974197,2.48461826741514e-42,6.44620406046038e-41,TRUE,TRUE,"Positive","CHKB","Choline/ethanolamine kinase","CHKB","Q9Y259"
"X5140.56",495,0.560656752641648,2.54773478303431e-42,6.58556537090604e-41,TRUE,TRUE,"Positive","UNC5D","Netrin receptor UNC5D","UNC5H4","Q6UXZ4"
"X7190.50",495,0.560340210926948,2.89590322242407e-42,7.45801546804434e-41,TRUE,TRUE,"Positive","EPHA4","Ephrin type-A receptor 4","EPHA4","P54764"
"X14131.37",495,0.560107602179377,3.18145060202999e-42,8.16339247883519e-41,TRUE,TRUE,"Positive","EFNB2","Ephrin-B2:Extracellular domain","EFNB2:ECD","P52799"
"X17761.2",492,0.561364248996814,3.38454962164812e-42,8.65283580279018e-41,TRUE,TRUE,"Positive","NUDT5","ADP-sugar pyrophosphatase","NUDT5","Q9UKK9"
"X5078.82",492,0.561262153986018,3.52682595134511e-42,8.9837875596991e-41,TRUE,TRUE,"Positive","EPHB6","Ephrin type-B receptor 6","EphB6","O15197"
"X12667.2",495,0.559696804003942,3.75555271079646e-42,9.53175606490188e-41,TRUE,TRUE,"Positive","GDA","Guanine deaminase","GUAD","Q9Y2T3"
"X15524.30",491,0.561009292232553,4.72234765307455e-42,1.19422546244719e-40,TRUE,TRUE,"Positive","PGAM2","Phosphoglycerate mutase 2","PGAM2","P15259"
"X15634.139",495,0.558815542259319,5.35669967802101e-42,1.34977270663803e-40,TRUE,TRUE,"Positive","SLIT1","Slit homolog 1 protein","SLIT1","O75093"
"X11160.56",493,0.559238436391095,6.58726336722971e-42,1.65389892069692e-40,TRUE,TRUE,"Positive","RNF122","RING finger protein 122","RN122","Q9H9V4"
"X9126.171",491,0.559083425348503,1.02180028228015e-41,2.55632534906158e-40,TRUE,TRUE,"Positive","NT5DC3","5'-nucleotidase domain-containing protein 3","NT5D3","Q86UY8"
"X21206.218",494,0.557651512011082,1.03090812572624e-41,2.56993288993321e-40,TRUE,TRUE,"Positive","HAX1","HCLS1-associated protein X-1","HAX1","O00165"
"X21696.80",495,0.556816493669124,1.19407879251251e-41,2.96614253246459e-40,TRUE,TRUE,"Positive","LRFN4","Leucine-rich repeat and fibronectin type-III domain-containing protein 4","LRFN4","Q6PJG9"
"X18268.5",494,0.55719279802556,1.23833305762202e-41,3.06520249775345e-40,TRUE,TRUE,"Positive","GAGE2A","G antigen 2A","GAG2A","Q6NT46"
"X7744.10",495,0.556622559186959,1.29027264692413e-41,3.182521088628e-40,TRUE,TRUE,"Positive","LRP12","Low-density lipoprotein receptor-related protein 12","LRP12","Q9Y561"
"X7110.2",495,0.556308520625983,1.46258713756049e-41,3.59488522758289e-40,TRUE,TRUE,"Positive","DNAJB11","DnaJ homolog subfamily B member 11","DJB11","Q9UBS4"
"X13732.79",473,0.566829408849436,1.48124878234156e-41,3.6280236784275e-40,TRUE,TRUE,"Positive","CTF1","Cardiotrophin-1","Cardiotrophin-1","Q16619"
"X7108.7",492,0.557448588855976,1.62537789547576e-41,3.96716799923614e-40,TRUE,TRUE,"Positive","SMIM24","Small integral membrane protein 24","CS077","O75264"
