"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X11208.15",494,0.530812726440695,2.95516232317486e-37,5.75025335384441e-36,TRUE,TRUE,"Positive","NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA","Q9UK23"
"X3299.29",495,0.529925787422096,3.46044440632565e-37,6.71479586324409e-36,TRUE,TRUE,"Positive","CNTN5","Contactin-5","Contactin-5","O94779"
"X8528.74",489,0.532648822094932,3.48929671046034e-37,6.75207830297644e-36,TRUE,TRUE,"Positive","ISLR2","Immunoglobulin superfamily containing leucine-rich repeat protein 2","ISLR2","Q6UXK2"
"X6938.21",495,0.529755014950356,3.68301939466876e-37,7.10731428640624e-36,TRUE,TRUE,"Positive","PCDHGA12","Protocadherin gamma-A12","PCDGC","O60330"
"X18280.29",493,0.529709695476065,5.21535256772805e-37,1.00366881145426e-35,TRUE,TRUE,"Positive","DTD2","Putative D-tyrosyl-tRNA(Tyr) deacylase 2","DTD2","Q96FN9"
"X5424.55",491,0.529849592726504,6.90543436829073e-37,1.32527582876374e-35,TRUE,TRUE,"Positive","TNFRSF11A","Tumor necrosis factor receptor superfamily member 11A","RANK","Q9Y6Q6"
"X3326.58",494,0.528332996220769,7.28693427875102e-37,1.39467143777735e-35,TRUE,TRUE,"Positive","CADM1","Cell adhesion molecule 1","Nectin-like protein 2","Q9BY67"
"X3481.87",495,0.525872472932476,1.50506540254235e-36,2.87274745090168e-35,TRUE,TRUE,"Positive","XPNPEP1","Xaa-Pro aminopeptidase 1","XPNPEP1","Q9NQW7"
"X5825.49",493,0.526540516908405,1.63986457616579e-36,3.12153569457646e-35,TRUE,TRUE,"Positive","IFNGR1","Interferon gamma receptor 1","IFN-g R1","P15260"
"X11638.42",489,0.528359330418316,1.6443742179572e-36,3.12163723490249e-35,TRUE,TRUE,"Positive","B3GALT2","Beta-1,3-galactosyltransferase 2","B3GT2","O43825"
"X8957.72",495,0.525499503634592,1.72134799499022e-36,3.25893046078554e-35,TRUE,TRUE,"Positive","ERLEC1","Endoplasmic reticulum lectin 1","XTP3B","Q96DZ1"
"X5654.70",493,0.526192748300823,1.8581662411636e-36,3.50847830710271e-35,TRUE,TRUE,"Positive","TMX3","Protein disulfide-isomerase TMX3","TMX3","Q96JJ7"
"X20956.13",495,0.524864440915143,2.16268664833082e-36,4.07247848697779e-35,TRUE,TRUE,"Positive","PFDN4","Prefoldin subunit 4","PFD4","Q9NQP4"
"X9808.41",491,0.526636573710245,2.196600941224e-36,4.12525190168207e-35,TRUE,TRUE,"Positive","TNRC6B","Trinucleotide repeat-containing gene 6B protein","TNR6B","Q9UPQ9"
"X18306.1",489,0.527517337116725,2.22346499243819e-36,4.1645380406496e-35,TRUE,TRUE,"Positive","PALM","Paralemmin-1","PALM","O75781"
"X21891.31",494,0.525182613189953,2.26918011100658e-36,4.23730672882061e-35,TRUE,TRUE,"Positive","FBLN7","Fibulin-7","FBLN7","Q53RD9"
"X2515.14",495,0.524724107162921,2.27441446115139e-36,4.23730672882061e-35,TRUE,TRUE,"Positive","GFRA2","GDNF family receptor alpha-2","GFRa-2","O00451"
"X19742.3",482,0.530676992340211,2.28712525019721e-36,4.2496849808041e-35,TRUE,TRUE,"Positive","SEPTIN5","Septin-5","Septin-5","Q99719"
"X4862.63",491,0.52576501462628,3.00020053651658e-36,5.55989543870334e-35,TRUE,TRUE,"Positive","BMPR2","Bone morphogenetic protein receptor type-2","BMP RII","Q13873"
"X7748.11",495,0.523459973890031,3.57659823056319e-36,6.61057271902247e-35,TRUE,TRUE,"Positive","NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","NDUV2","P19404"
"X21140.19",486,0.52711314497435,4.19936338501524e-36,7.74119487158731e-35,TRUE,TRUE,"Positive","CAMLG","Calcium signal-modulating cyclophilin ligand","CAMLG","P49069"
"X5115.31",495,0.52279255004451,4.53875134013515e-36,8.34486958993352e-35,TRUE,TRUE,"Positive","RELT","Tumor necrosis factor receptor superfamily member 19L","RELT","Q969Z4"
"X16825.20",494,0.523148113478906,4.69588446195278e-36,8.61117032879038e-35,TRUE,TRUE,"Positive","ATXN3","Ataxin-3","ATX3","P54252"
"X23588.9",494,0.522699537494266,5.50896617627776e-36,1.00757984503461e-34,TRUE,TRUE,"Positive","HSDL2","Hydroxysteroid dehydrogenase-like protein 2","HSDL2","Q6YN16"
"X11664.32",495,0.521961174656083,6.10236659186997e-36,1.11320515562628e-34,TRUE,TRUE,"Positive","ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","ARFG2","Q8N6H7"
"X12469.19",495,0.521886376526164,6.26682389677773e-36,1.14023639992021e-34,TRUE,TRUE,"Positive","MAPRE1","Microtubule-associated protein RP/EB family member 1","MARE1","Q15691"
"X7173.141",494,0.522059004862796,6.91705859206275e-36,1.25528485589118e-34,TRUE,TRUE,"Positive","TMEM132C","Transmembrane protein 132C:Extracellular domain","T132C:ECD","Q8N3T6"
"X15506.34",493,0.522182792134961,7.76974179945019e-36,1.40638349625707e-34,TRUE,TRUE,"Positive","LRP12","Low-density lipoprotein receptor-related protein 12","LRP12","Q9Y561"
"X13104.32",495,0.521193592171016,8.01457478916443e-36,1.44696124737363e-34,TRUE,TRUE,"Positive","EFNB1","Ephrin-B1","EFNB1","P98172"
"X8250.2",495,0.520970608216808,8.67389488341922e-36,1.56197001692421e-34,TRUE,TRUE,"Positive","PTPRJ","Receptor-type tyrosine-protein phosphatase eta","PTPRJ","Q12913"
"X9359.9",495,0.520496492139796,1.02596160317114e-35,1.842784879542e-34,TRUE,TRUE,"Positive","DLK2","Protein delta homolog 2","EGFL9","Q6UY11"
"X5124.62",495,0.51990867130859,1.2629206795795e-35,2.26259830190649e-34,TRUE,TRUE,"Positive","ICAM5","Intercellular adhesion molecule 5","sICAM-5","Q9UMF0"
"X6423.66",495,0.519832124058231,1.29752281822266e-35,2.31866003613514e-34,TRUE,TRUE,"Positive","C1QL2","Complement C1q-like protein 2","C1QL2","Q7Z5L3"
"X16610.13",495,0.519546533386549,1.43511114521758e-35,2.55800345349851e-34,TRUE,TRUE,"Positive","LRP10","Low-density lipoprotein receptor-related protein 10","LRP10","Q7Z4F1"
"X15542.19",491,0.520798776461186,1.74270374181875e-35,3.09838571356355e-34,TRUE,TRUE,"Positive","CKMT1A","Creatine kinase U-type, mitochondrial","KCRU","P12532"
"X7195.119",493,0.519695351279848,1.86931089272435e-35,3.31506906418584e-34,TRUE,TRUE,"Positive","EPHA7","Ephrin type-A receptor 7","EPHA7","Q15375"
"X7211.2",494,0.518854215550834,2.14466600311228e-35,3.79378417974787e-34,TRUE,TRUE,"Positive","RNASE1","Ribonuclease pancreatic","RNase 1","P07998"
"X13590.1",494,0.518364634340794,2.54668422378964e-35,4.49358261653562e-34,TRUE,TRUE,"Positive","REXO2","Oligoribonuclease, mitochondrial","ORN","Q9Y3B8"
"X20584.4",495,0.517656877362835,2.78905452741618e-35,4.90887612174632e-34,TRUE,TRUE,"Positive","NECTIN1","Nectin-1, isoform gamma:Extracellular domain","nectin-1 gamma:ECD","Q15223"
"X8890.9",494,0.51702068803254,4.07548655645199e-35,7.15508354083864e-34,TRUE,TRUE,"Positive","TMEM132B","Transmembrane protein 132B","T132B","Q14DG7"
"X7210.25",494,0.51662675481719,4.67587463209497e-35,8.18862544945631e-34,TRUE,TRUE,"Positive","APLP1","Amyloid-like protein 1","Amyloid-like protein 1","P51693"
"X15492.1",491,0.517542569763225,5.43755316718292e-35,9.49876806386941e-34,TRUE,TRUE,"Positive","CRIM1","Cysteine-rich motor neuron 1 protein:Extracellular domain","CRIM1:ECD","Q9NZV1"
"X8307.47",491,0.517502238151613,5.51430832199143e-35,9.60888800884327e-34,TRUE,TRUE,"Positive","C11orf68","UPF0696 protein C11orf68","CK068","Q9H3H3"
"X9018.38",492,0.516006758376277,7.92450373975864e-35,1.37744785848658e-33,TRUE,TRUE,"Positive","PCDH10","Protocadherin-10:Extracellular domain","PCD10:ECD","Q9P2E7"
"X21118.48",495,0.514614273452942,8.05957176167787e-35,1.39745792550875e-33,TRUE,TRUE,"Positive","GCHFR","GTP cyclohydrolase I feedback regulatory protein","GFRP","P30047"
"X17325.10",494,0.514821726755188,8.75671631837655e-35,1.51458760025254e-33,TRUE,TRUE,"Positive","GUK1","Guanylate kinase","KGUA","Q16774"
"X12807.89",494,0.514770191174851,8.91449879061505e-35,1.53808039478469e-33,TRUE,TRUE,"Positive","ARHGAP30","Rho GTPase-activating protein 30","RHG30","Q7Z6I6"
"X3844.2",495,0.514126842165348,9.54356869946705e-35,1.64257245060852e-33,TRUE,TRUE,"Positive","PPIA","Peptidyl-prolyl cis-trans isomerase A","Cyclophilin A","P62937"
"X16315.105",492,0.515185017274781,1.05308626073292e-34,1.80805619030247e-33,TRUE,TRUE,"Positive","FLT1","Vascular endothelial growth factor receptor 1","VEGF sR1","P17948"
"X14112.40",492,0.514688744917104,1.24991756281668e-34,2.14075122922514e-33,TRUE,TRUE,"Positive","RELT","Tumor necrosis factor receptor superfamily member 19L","RELT","Q969Z4"
"X15394.79",493,0.513102037465673,1.85015775928057e-34,3.16106222042937e-33,TRUE,TRUE,"Positive","UNC5B","Netrin receptor UNC5B","UNC5B","Q8IZJ1"
"X11293.14",495,0.511924893492254,2.04086106070215e-34,3.47840188083177e-33,TRUE,TRUE,"Positive","LRRN1","Leucine-rich repeat neuronal protein 1:Cytoplasmic domain","LRRN1:CD","Q6UXK5"
"X2711.6",495,0.511874039255157,2.07686748369124e-34,3.53117881632456e-33,TRUE,TRUE,"Positive","CNTFR","Ciliary neurotrophic factor receptor subunit alpha","CNTFR alpha","P26992"
"X16057.6",495,0.511756574398074,2.16245904752132e-34,3.66780281546897e-33,TRUE,TRUE,"Positive","IGF2R","Cation-independent mannose-6-phosphate receptor","IGF-II receptor","P11717"
"X11636.33",493,0.511730517141835,2.96193665182374e-34,5.01015799325449e-33,TRUE,TRUE,"Positive","TAGLN2","Transgelin-2","Transgelin-2","P37802"
"X7841.84",490,0.513068842956729,2.96818781898731e-34,5.01015799325449e-33,TRUE,TRUE,"Positive","ESAM","Endothelial cell-selective adhesion molecule","ESAM","Q96AP7"
"X4866.59",495,0.51069786129863,3.10971618485355e-34,5.23643314300459e-33,TRUE,TRUE,"Positive","NTRK2","BDNF/NT-3 growth factors receptor","TrkB","Q16620"
"X15298.199",494,0.51065316656563,3.6763253568663e-34,6.17569763185813e-33,TRUE,TRUE,"Positive","NETO1","Neuropilin and tolloid-like protein 1","NETO1","Q8TDF5"
"X11116.16",494,0.510602705867468,3.74027650941768e-34,6.26809496374901e-33,TRUE,TRUE,"Positive","C11orf87","Uncharacterized protein C11orf87","CK087","Q6NUJ2"
"X23000.22",494,0.510477054967564,3.90434656162565e-34,6.52743381006866e-33,TRUE,TRUE,"Positive","NLGN1","Neuroligin-1","NLGN1","Q8N2Q7"
"X5483.1",494,0.509897275539447,4.75859006224001e-34,7.93664842523602e-33,TRUE,TRUE,"Positive","RGMA","Repulsive guidance molecule A","RGMA","Q96B86"
"X20912.10",494,0.509838108215813,4.8555485130329e-34,8.07912525743359e-33,TRUE,TRUE,"Positive","PUDP","Pseudouridine-5'-phosphatase","HDHD1","Q08623"
"X19334.62",495,0.509157979027804,5.26276862099709e-34,8.73594649054138e-33,TRUE,TRUE,"Positive","TXNDC12","Thioredoxin domain-containing protein 12","TXD12","O95881"
"X13094.75",494,0.509435517831465,5.56926908944254e-34,9.22286760556619e-33,TRUE,TRUE,"Positive","RSPO3","R-spondin-3","RSPO3","Q9BXY4"
"X7832.181",495,0.508637073243396,6.2841284011851e-34,1.03821508137504e-32,TRUE,TRUE,"Positive","PDIA3","Protein disulfide-isomerase A3","Protein disulfide isomerase A3","P30101"
"X15573.110",494,0.508933070332609,6.60723745315432e-34,1.0890281966905e-32,TRUE,TRUE,"Positive","NCAN","Neurocan core protein","CSPG3","O14594"
"X11462.8",492,0.509816050275691,6.62360204846673e-34,1.08916273120914e-32,TRUE,TRUE,"Positive","RBFOX2","RNA binding protein fox-1 homolog 2","RBM9","O43251"
"X24235.2",494,0.508819856270193,6.8663653299351e-34,1.12643768468842e-32,TRUE,TRUE,"Positive","EHD1","EH domain-containing protein 1","EHD1","Q9H4M9"
"X18896.23",492,0.509072556115617,8.52263020236916e-34,1.39488375157935e-32,TRUE,TRUE,"Positive","HS6ST3","Heparan-sulfate 6-O-sulfotransferase 3","H6ST3","Q8IZP7"
"X11633.89",494,0.507787695068465,9.74438939374527e-34,1.59112931709057e-32,TRUE,TRUE,"Positive","AHSA1","Activator of 90 kDa heat shock protein ATPase homolog 1","AHSA1","O95433"
"X8983.7",493,0.50780862473694,1.12427691629104e-33,1.83152553456249e-32,TRUE,TRUE,"Positive","GOLM1","Golgi membrane protein 1","GOLM1","Q8NBJ4"
"X15539.15",493,0.507494807947482,1.24997910573698e-33,2.0315785697651e-32,TRUE,TRUE,"Positive","SLITRK1","SLIT and NTRK-like protein 1","SLIK1","Q96PX8"
"X3421.54",489,0.509129795456569,1.31501884247008e-33,2.13233958136642e-32,TRUE,TRUE,"Positive","TNFSF8","Tumor necrosis factor ligand superfamily member 8","CD30 Ligand","P32971"
"X5740.17",494,0.506865812648713,1.33076446372464e-33,2.15288800655684e-32,TRUE,TRUE,"Positive","ROBO1","Roundabout homolog 1","ROBO1","Q9Y6N7"
"X5682.13",495,0.506283039312589,1.39542196185844e-33,2.25228821263096e-32,TRUE,TRUE,"Positive","VASN","Vasorin","VASN","Q6EMK4"
"X13416.8",491,0.507614798817025,1.6202743888646e-33,2.60920048137852e-32,TRUE,TRUE,"Positive","TMEM132D","Transmembrane protein 132D","T132D","Q14C87"
"X3323.37",494,0.506268130797644,1.62790813374904e-33,2.61548084332845e-32,TRUE,TRUE,"Positive","LRP8","Low-density lipoprotein receptor-related protein 8","LRP8","Q14114"
"X5703.26",495,0.505655892615647,1.7240635430364e-33,2.76363046200686e-32,TRUE,TRUE,"Positive","OLFM1","Noelin","NOE1","Q99784"
"X15370.5",490,0.507837948155401,1.74658611431377e-33,2.79334149104291e-32,TRUE,TRUE,"Positive","BOLA1","BolA-like protein 1","BOLA1","Q9Y3E2"
"X13123.3",495,0.505497455457962,1.81855650190393e-33,2.90181965736607e-32,TRUE,TRUE,"Positive","FLRT3","Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain","FLRT3:ECD","Q9NZU0"
"X6375.75",493,0.506370771096389,1.82549558619996e-33,2.90627195030243e-32,TRUE,TRUE,"Positive","XXYLT1","Xyloside xylosyltransferase 1","XXLT1","Q8NBI6"
"X15580.2",492,0.506717376899025,1.88625868078581e-33,2.99620001335705e-32,TRUE,TRUE,"Positive","EPHA7","Ephrin type-A receptor 7","EPHA7","Q15375"
"X17456.53",493,0.506136550958975,1.97504432699368e-33,3.13013246845944e-32,TRUE,TRUE,"Positive","GOLM1","Golgi membrane protein 1","GOLM1","Q8NBJ4"
"X9361.7",493,0.505816455445842,2.19921596182395e-33,3.47754126694736e-32,TRUE,TRUE,"Positive","PCDHAC2","Protocadherin alpha-C2","PCDC2","Q9Y5I4"
"X10832.24",484,0.50963560199606,2.36404721636237e-33,3.72976368257171e-32,TRUE,TRUE,"Positive","B4GALT6","Beta-1,4-galactosyltransferase 6","B4GT6","Q9UBX8"
"X9077.10",495,0.504585269540301,2.47121324903668e-33,3.89007838415773e-32,TRUE,TRUE,"Positive","MAN1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","MA1A2","O60476"
"X15587.20",495,0.50446213986291,2.57547295598774e-33,4.04510942975204e-32,TRUE,TRUE,"Positive","FOLR2","Folate receptor beta","FOLR2","P14207"
"X10737.96",494,0.504828667739,2.64074432021992e-33,4.13834764276074e-32,TRUE,TRUE,"Positive","SERPINB1","Leukocyte elastase inhibitor","Serpin B1","P30740"
"X20975.2",493,0.504742760400711,3.15154195771909e-33,4.92780165487104e-32,TRUE,TRUE,"Positive","RCAN2","Calcipressin-2","RCAN2","Q14206"
"X25463.3",495,0.503316336457211,3.78019233001681e-33,5.89760518302177e-32,TRUE,TRUE,"Positive","PRKAR2B","cAMP-dependent protein kinase type II-beta regulatory subunit","KAP3","P31323"
"X19768.13",494,0.503696882902745,3.85669405108092e-33,6.0035870728493e-32,TRUE,TRUE,"Positive","CSTB","Cystatin B","Cystatin B","P04080"
"X19561.216",495,0.502225288234463,5.44028047084255e-33,8.44992565371443e-32,TRUE,TRUE,"Positive","PLXND1","Plexin-D1","PLXD1","Q9Y4D7"
"X19563.3",492,0.503537557558749,5.4600197033846e-33,8.46182257128521e-32,TRUE,TRUE,"Positive","SEZ6L","Seizure 6-like protein","SEZ6L","Q9BYH1"
"X23200.25",494,0.502410401093513,5.92163338109619e-33,9.15696287739046e-32,TRUE,TRUE,"Positive","C1QTNF4","Complement C1q tumor necrosis factor-related protein 4","C1QT4","Q9BXJ3"
"X10743.13",493,0.502731964893313,6.16123119300637e-33,9.50648116894484e-32,TRUE,TRUE,"Positive","SLITRK1","SLIT and NTRK-like protein 1","SLIK1","Q96PX8"
"X25912.131",494,0.501859282611878,7.11176734331046e-33,1.09489956571186e-31,TRUE,TRUE,"Positive","FKBP1A","FK506 binding protein 1A","FK506 binding protein 1A","P62942"
"X21326.28",493,0.501679043975989,8.73676774486704e-33,1.34212846607004e-31,TRUE,TRUE,"Positive","TBCC","Tubulin-specific chaperone C","TBCC","Q15814"
"X5107.7",494,0.500976150143294,9.53075873785101e-33,1.46089638859182e-31,TRUE,TRUE,"Positive","NOTCH1","Neurogenic locus notch homolog protein 1","Notch 1","P46531"
"X18373.13",494,0.500529571322028,1.10479854670826e-32,1.68976284272738e-31,TRUE,TRUE,"Positive","RDX","Radixin","Radixin","P35241"
"X15627.83",493,0.500843349634375,1.15176952643115e-32,1.75776591125277e-31,TRUE,TRUE,"Positive","AKT1","RAC-alpha serine/threonine-protein kinase","PKB","P31749"
"X5076.53",492,0.500668958537928,1.41081029846009e-32,2.14841872624194e-31,TRUE,TRUE,"Positive","EPHA10","Ephrin type-A receptor 10","EPHAA","Q5JZY3"
"X12853.112",493,0.499384667925791,1.86232809196672e-32,2.82984995319455e-31,TRUE,TRUE,"Positive","TMOD2","Tropomodulin-2","TMOD2","Q9NZR1"
"X15308.108",495,0.498479937171918,1.87956765122653e-32,2.84986393871035e-31,TRUE,TRUE,"Positive","VWC2","Brorin","VWC2","Q2TAL6"
"X14273.19",494,0.498292196097407,2.30825919104631e-32,3.49230143267374e-31,TRUE,TRUE,"Positive","PREP","Prolyl endopeptidase","PPCE","P48147"
"X11121.56",495,0.497506809605482,2.58743702485597e-32,3.90624921532675e-31,TRUE,TRUE,"Positive","VWC2","Brorin","VWC2","Q2TAL6"
"X8225.86",495,0.496908191044931,3.14802766002796e-32,4.74235134591309e-31,TRUE,TRUE,"Positive","EPHB2","Ephrin type-B receptor 2","EPHB2","P29323"
"X15316.262",494,0.497334810953364,3.15859948268214e-32,4.74806638974e-31,TRUE,TRUE,"Positive","TXNL4B","Thioredoxin-like protein 4B","TXN4B","Q9NX01"
"X9959.60",494,0.496923531290303,3.61307096774731e-32,5.41960645162097e-31,TRUE,TRUE,"Positive","TMEM59L","Transmembrane protein 59-like","TM59L","Q9UK28"
"X8348.4",494,0.496709478267876,3.87463135311617e-32,5.79952833943991e-31,TRUE,TRUE,"Positive","EPHB2","Ephrin type-B receptor 2","EPHB2","P29323"
"X6965.19",493,0.496941301950484,4.14361991306087e-32,6.18892483816448e-31,TRUE,TRUE,"Positive","CNTNAP2","Contactin-associated protein-like 2","CNTP2","Q9UHC6"
"X12534.10",493,0.496928682675383,4.16070071097692e-32,6.20121457029645e-31,TRUE,TRUE,"Positive","CALCOCO2","Calcium-binding and coiled-coil domain-containing protein 2","CACO2","Q13137"
"X9231.23",491,0.497392116509361,4.76230585832904e-32,7.0743811449116e-31,TRUE,TRUE,"Positive","BPNT2","Inositol monophosphatase 3","IMPA3","Q9NX62"
"X9769.48",494,0.496073973003149,4.76674932248148e-32,7.0743811449116e-31,TRUE,TRUE,"Positive","DNER","Delta and Notch-like epidermal growth factor-related receptor:Extracellular domain","DNER:ECD","Q8NFT8"
"X3896.5",481,0.501426983561585,5.46374344631521e-32,8.09165387768246e-31,TRUE,TRUE,"Positive","PGAM1","Phosphoglycerate mutase 1","Phosphoglycerate mutase 1","P18669"
"X18842.24",473,0.505072047322546,5.47751196121349e-32,8.09493065154018e-31,TRUE,TRUE,"Positive","UBE2D2","Ubiquitin-conjugating enzyme E2 D2","UB2D2","P62837"
"X19289.29",494,0.495493451983674,5.7578895435324e-32,8.49137184261988e-31,TRUE,TRUE,"Positive","UROD","Uroporphyrinogen decarboxylase","DCUP","P06132"
"X6556.5",490,0.496661705613516,6.96280461562919e-32,1.02467324227904e-30,TRUE,TRUE,"Positive","ENPP5","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5","ENPP5","Q9UJA9"
"X10948.14",493,0.495186276170114,7.33050055522348e-32,1.07632533652667e-30,TRUE,TRUE,"Positive","PLD3","Phospholipase D3","PLD3","Q8IV08"
"X15365.41",495,0.494308514031462,7.34451835631335e-32,1.07632533652667e-30,TRUE,TRUE,"Positive","ADGRB3","Adhesion G protein-coupled receptor B3","BAI3","O60242"
"X14042.11",495,0.493795146983957,8.67453724202191e-32,1.26858316034162e-30,TRUE,TRUE,"Positive","SFRP1","Secreted frizzled-related protein 1","SARP-2","Q8N474"
"X11683.19",490,0.495830067250083,9.11049627850083e-32,1.32956305064372e-30,TRUE,TRUE,"Positive","GGA3","ADP-ribosylation factor-binding protein GGA3","GGA3","Q9NZ52"
"X17161.1",490,0.495093011520013,1.15545622230191e-31,1.68273821979728e-30,TRUE,TRUE,"Positive","DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","OST48","P39656"
"X22590.68",495,0.492152713216533,1.47463118961635e-31,2.14311026623704e-30,TRUE,TRUE,"Positive","FZD1","Frizzled-1","FZD1","Q9UP38"
"X7871.16",495,0.491984921092103,1.55652042063738e-31,2.25743800135918e-30,TRUE,TRUE,"Positive","TMEM132A","Transmembrane protein 132A","T132A","Q24JP5"
"X8748.45",493,-0.492644179883196,1.66518499605883e-31,2.41004563995704e-30,TRUE,TRUE,"Negative","CD74","HLA class II histocompatibility antigen gamma chain","HG2A","P04233"
"X20536.11",494,0.491504474959155,2.08818459521316e-31,3.01602744112746e-30,TRUE,TRUE,"Positive","ESAM","Endothelial cell-selective adhesion molecule","ESAM","Q96AP7"
"X20445.29",495,0.490254907904549,2.71268872749145e-31,3.90995566585958e-30,TRUE,TRUE,"Positive","AP1AR","AP-1 complex-associated regulatory protein","AP1AR","Q63HQ0"
"X11656.110",492,0.491535800893309,2.73138113393674e-31,3.92881413618622e-30,TRUE,TRUE,"Positive","EVL","Ena/VASP-like protein","EVL","Q9UI08"
"X18339.207",495,0.490221007854897,2.74229068525565e-31,3.93218568348125e-30,TRUE,TRUE,"Positive","PSMB3","Proteasome subunit beta type-3","PSB3","P49720"
"X3073.51",493,0.491085046265834,2.7449518903959e-31,3.93218568348125e-30,TRUE,TRUE,"Positive","IL18BP","Interleukin-18-binding protein","IL-18 BPa","O95998"
"X17327.3",487,0.493670124284099,2.78345234246179e-31,3.97920074672344e-30,TRUE,TRUE,"Positive","CNPY3","Protein canopy homolog 3","CNPY3","Q9BT09"
"X19158.1",495,0.48984888712222,3.08900938103438e-31,4.40702865868551e-30,TRUE,TRUE,"Positive","PCLAF","PCNA-associated factor","PAF","Q15004"
"X10463.23",493,0.489846915376144,4.07494500882557e-31,5.80182719244372e-30,TRUE,TRUE,"Positive","ALPI","Intestinal-type alkaline phosphatase","Alkaline phosphatase, intestine","P09923"
"X15472.16",494,0.488817051157792,4.92704317194819e-31,7.00079866521238e-30,TRUE,TRUE,"Positive","LRP11","Low-density lipoprotein receptor-related protein 11","LRP11","Q86VZ4"
"X7923.41",495,0.487175043156519,7.23580880143463e-31,1.02604940595242e-29,TRUE,TRUE,"Positive","SEMA4C","Semaphorin-4C","SEM4C","Q9C0C4"
"X24226.30",492,0.488383202985357,7.44177647808831e-31,1.05312412583856e-29,TRUE,TRUE,"Positive","FSCN1","Fascin","Fascin","Q16658"
"X13615.60",495,0.486764277897119,8.24116425717353e-31,1.16389829882058e-29,TRUE,TRUE,"Positive","NCK2","Cytoplasmic protein NCK2","NCK2","O43639"
"X13392.13",494,0.487071033267415,8.5711977932389e-31,1.20564740043451e-29,TRUE,TRUE,"Positive","ATP1B1","Sodium/potassium-transporting ATPase subunit beta-1","AT1B1","P05026"
"X7927.16",495,0.486644152795982,8.56046858481754e-31,1.20564740043451e-29,TRUE,TRUE,"Positive","ST6GALNAC5","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","SIA7E","Q9BVH7"
"X7144.234",487,0.490045720770669,8.77119435627149e-31,1.23130694320004e-29,TRUE,TRUE,"Positive","KAZALD1","Kazal-type serine protease inhibitor domain-containing protein 1","KAZD1","Q96I82"
"X3026.5",491,0.487640409798826,1.07890182244004e-30,1.51154145323849e-29,TRUE,TRUE,"Positive","CAST","Calpastatin","Calpastatin","P20810"
"X15620.4",495,0.485905374521576,1.08114841272201e-30,1.51166559503346e-29,TRUE,TRUE,"Positive","NLGN1","Neuroligin-1","NLGN1","Q8N2Q7"
"X16780.6",495,0.485879565679907,1.08999067889108e-30,1.52099296924941e-29,TRUE,TRUE,"Positive","HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X7050.5",495,0.485798458836193,1.11824682195573e-30,1.55731987829023e-29,TRUE,TRUE,"Positive","NEGR1","Neuronal growth regulator 1","NEGR1","Q7Z3B1"
"X6400.33",494,0.485906967806421,1.23761381058291e-30,1.72013586173279e-29,TRUE,TRUE,"Positive","TP53I13","Tumor protein p53-inducible protein 13","P5I13","Q8NBR0"
"X2668.70",495,0.485454198898099,1.24647055829714e-30,1.72901510116266e-29,TRUE,TRUE,"Positive","CAPN1|CAPNS1","Calpain I","Calpain I","P07384|P04632"
"X9971.5",495,0.484963847141801,1.4545896385668e-30,2.01371549766016e-29,TRUE,TRUE,"Positive","CSMD2","CUB and sushi domain-containing protein 2","CSMD2","Q7Z408"
"X19252.67",487,0.488406245775803,1.46754502684327e-30,2.02764357259114e-29,TRUE,TRUE,"Positive","PSMB2","Proteasome subunit beta type-2","PSB2","P49721"
"X19280.29",495,0.48445414201687,1.70738263123006e-30,2.35437309680444e-29,TRUE,TRUE,"Positive","UBE2D3","Ubiquitin-conjugating enzyme E2 D3","UB2D3","P61077"
"X3642.4",491,0.486041050346978,1.78283200588466e-30,2.45358314365856e-29,TRUE,TRUE,"Positive","CD84","SLAM family member 5","SLAF5","Q9UIB8"
"X17335.18",478,0.491646518893664,1.85523927043717e-30,2.54822570380635e-29,TRUE,TRUE,"Positive","VAMP2","Vesicle-associated membrane protein 2","VAMP2","P63027"
"X19369.17",493,0.48475971339843,2.03155993518231e-30,2.78494664304346e-29,TRUE,TRUE,"Positive","KAT2A","Histone acetyltransferase KAT2A","GCNL2","Q92830"
"X9220.7",492,0.484646129217684,2.40905600460997e-30,3.29598385005719e-29,TRUE,TRUE,"Positive","EPHB3","Ephrin type-B receptor 3","EPHB3","P54753"
"X6334.9",492,0.483988230887219,2.9580932070855e-30,4.03926762487991e-29,TRUE,TRUE,"Positive","GGT2","Inactive gamma-glutamyltranspeptidase 2","GGT2","P36268"
"X6379.62",495,0.482269858253406,3.38245612193246e-30,4.60974808057138e-29,TRUE,TRUE,"Positive","ADAMTSL2","ADAMTS-like protein 2","ATL2","Q86TH1"
